"year","mean_temperature"
1974,17.5583333333333
1975,18.412987012987
1976,16.5471014492754
1977,18.4748882008944
1978,18.7263798701299
1979,16.578085839599
1980,18.7525183150183
1981,18.8020833333333
1982,16.8708333333333
1983,16.6791456228956
1984,16.9042824074074
1985,16.9976851851852
1986,16.625
1990,19.75
1992,17.6833333333333
1993,18.475
1994,18.1
