2000,9.2398575
2001,5.263261667
2002,5.7533
2003,10.712562
2004,8.0495
2005,9.4111
2006,6.4779
2007,5.9584
2008,4.0259
2009,7.2801
2010,8.08081
2011,6.50425
2012,7.16
2013,5.285
2014,7.903
2015,8.944
2016,7.956
2017,6.0485
2018,8.117
2019,7.1675
2020,5.894
2021,6.7295
2022,6.4395
