Estimate Status,Year,Species,Sub_group,Total_catch_(A+B1+B2),PSE
FINAL,1988,TUNAS AND MACKERELS,OTHER TUNAS/MACKERELS,323781,82.1
FINAL,1988,TUNAS AND MACKERELS,SPANISH MACKEREL,1391219,14
FINAL,1988,WRASSES,OTHER WRASSES,395,93.4
FINAL,1988,WRASSES,TAUTOG,7307,61
FINAL,1989,BARRACUDAS,BARRACUDAS,8408,34.4
FINAL,1989,BLUEFISH,BLUEFISH,7157884,12.8
FINAL,1989,CARTILAGINOUS FISHES,DOGFISH SHARKS,368106,32.9
FINAL,1989,CARTILAGINOUS FISHES,OTHER SHARKS,217561,25.2
FINAL,1989,CARTILAGINOUS FISHES,SKATES/RAYS,157042,28.9
FINAL,1989,CATFISHES,FRESHWATER CATFISHES,19157,68.6
FINAL,1989,CATFISHES,SALTWATER CATFISHES,20451,88.1
FINAL,1989,CODS AND HAKES,OTHER CODS/HAKES,26538,94.2
FINAL,1989,DOLPHINS,DOLPHINS,233649,29
FINAL,1989,DRUMS,ATLANTIC CROAKER,7737603,12.5
FINAL,1989,DRUMS,BLACK DRUM,1047,58.2
FINAL,1989,DRUMS,KINGFISHES,927073,14.5
FINAL,1989,DRUMS,OTHER DRUM,4138,99.7
FINAL,1989,DRUMS,RED DRUM,250034,40.9
FINAL,1989,DRUMS,SILVER PERCH,497960,42.4
FINAL,1989,DRUMS,SPOT,12242082,17.9
FINAL,1989,DRUMS,SPOTTED SEATROUT,943244,25
FINAL,1989,DRUMS,WEAKFISH,521691,23.1
FINAL,1989,EELS,EELS,31903,48.5
FINAL,1989,FLOUNDERS,OTHER FLOUNDERS,123298,36.4
FINAL,1989,FLOUNDERS,SOUTHERN FLOUNDER,131356,29.5
FINAL,1989,FLOUNDERS,SUMMER FLOUNDER,1106636,18.4
FINAL,1989,GRUNTS,OTHER GRUNTS,6180,51.9
FINAL,1989,GRUNTS,PIGFISH,2352930,16.8
FINAL,1989,GRUNTS,WHITE GRUNT,79784,26
FINAL,1989,HERRINGS,HERRINGS,69243,43.5
FINAL,1989,JACKS,BLUE RUNNER,2186,56.6
FINAL,1989,JACKS,CREVALLE JACK,132515,81.6
FINAL,1989,JACKS,FLORIDA POMPANO,363633,26.6
FINAL,1989,JACKS,GREATER AMBERJACK,14761,33.2
FINAL,1989,JACKS,OTHER JACKS,11427,71.3
FINAL,1989,MULLETS,MULLETS,236559,36.7
FINAL,1989,OTHER FISHES,OTHER FISHES,390965,33.1
FINAL,1989,PORGIES,OTHER PORGIES,21234,41.3
FINAL,1989,PORGIES,PINFISHES,5177611,17.1
FINAL,1989,PORGIES,RED PORGY,69672,29.9
FINAL,1989,PORGIES,SCUP,14680,49.8
FINAL,1989,PORGIES,SHEEPSHEAD,153922,29.1
FINAL,1989,PUFFERS,PUFFERS,1074014,18.4
FINAL,1989,SEA BASSES,BLACK SEA BASS,1347911,22.8
FINAL,1989,SEA BASSES,EPINEPHELUS GROUPERS,3383,37.8
FINAL,1989,SEA BASSES,MYCTEROPERCA GROUPERS,48669,33.5
FINAL,1989,SEA BASSES,OTHER SEA BASSES,8815,40.6
FINAL,1989,SEAROBINS,SEAROBINS,108675,32.7
FINAL,1989,SNAPPERS,GRAY SNAPPER,504,66.3
FINAL,1989,SNAPPERS,LANE SNAPPER,1001,73
FINAL,1989,SNAPPERS,OTHER SNAPPERS,777,75.8
FINAL,1989,SNAPPERS,RED SNAPPER,3681,39.7
FINAL,1989,SNAPPERS,VERMILION SNAPPER,53467,29
FINAL,1989,TEMPERATE BASSES,STRIPED BASS,1966,96.8
FINAL,1989,TEMPERATE BASSES,WHITE PERCH,101384,71.8
FINAL,1989,TOADFISHES,TOADFISHES,57280,36.6
FINAL,1989,TRIGGERFISHES/FILEFISHES,TRIGGERFISHES/FILEFISHES,6280,36.6
FINAL,1989,TUNAS AND MACKERELS,KING MACKEREL,118600,16.4
FINAL,1989,TUNAS AND MACKERELS,LITTLE TUNNY/ATLANTIC BONITO,71628,26.6
FINAL,1989,TUNAS AND MACKERELS,OTHER TUNAS/MACKERELS,136875,25.6
FINAL,1989,TUNAS AND MACKERELS,SPANISH MACKEREL,1514149,30.9
FINAL,1989,WRASSES,OTHER WRASSES,312,68.5
FINAL,1989,WRASSES,TAUTOG,37913,43.8
FINAL,1990,BARRACUDAS,BARRACUDAS,31932,78.4
FINAL,1990,BLUEFISH,BLUEFISH,9266521,15.4
FINAL,1990,CARTILAGINOUS FISHES,DOGFISH SHARKS,625209,26.3
FINAL,1990,CARTILAGINOUS FISHES,OTHER SHARKS,77344,27.2
FINAL,1990,CARTILAGINOUS FISHES,SKATES/RAYS,394679,26.8
FINAL,1990,CATFISHES,FRESHWATER CATFISHES,169535,79.5
FINAL,1990,CATFISHES,SALTWATER CATFISHES,6300,93.1
FINAL,1990,CODS AND HAKES,OTHER CODS/HAKES,36705,50
FINAL,1990,DOLPHINS,DOLPHINS,211128,27.3
FINAL,1990,DRUMS,ATLANTIC CROAKER,5597552,18.6
FINAL,1990,DRUMS,BLACK DRUM,16491,58.3
FINAL,1990,DRUMS,KINGFISHES,2980189,23.5
FINAL,1990,DRUMS,OTHER DRUM,14144,48.5
FINAL,1990,DRUMS,RED DRUM,145187,27.9
FINAL,1990,DRUMS,SILVER PERCH,384726,31.8
FINAL,1990,DRUMS,SPOT,10789539,22.2
FINAL,1990,DRUMS,SPOTTED SEATROUT,615306,25.8
FINAL,1990,DRUMS,WEAKFISH,178438,19.5
FINAL,1990,EELS,EELS,4801,62.9
FINAL,1990,FLOUNDERS,GULF FLOUNDER,1566,97.3
FINAL,1990,FLOUNDERS,OTHER FLOUNDERS,113434,28.5
FINAL,1990,FLOUNDERS,SOUTHERN FLOUNDER,207822,23.5
FINAL,1990,FLOUNDERS,SUMMER FLOUNDER,3491226,25.8
FINAL,1990,GRUNTS,OTHER GRUNTS,2692,50.5
FINAL,1990,GRUNTS,PIGFISH,1819026,29.5
FINAL,1990,GRUNTS,WHITE GRUNT,619517,77
FINAL,1990,HERRINGS,HERRINGS,1023340,65.6
FINAL,1990,JACKS,BLUE RUNNER,115547,75.1
FINAL,1990,JACKS,CREVALLE JACK,24961,49.6
FINAL,1990,JACKS,FLORIDA POMPANO,1700098,30.9
FINAL,1990,JACKS,GREATER AMBERJACK,15413,35.4
FINAL,1990,JACKS,OTHER JACKS,924,58.3
FINAL,1990,MULLETS,MULLETS,309092,83.9
FINAL,1990,OTHER FISHES,OTHER FISHES,270052,20.5
FINAL,1990,PORGIES,OTHER PORGIES,49132,63.9
FINAL,1990,PORGIES,PINFISHES,2880026,18.9
FINAL,1990,PORGIES,RED PORGY,122953,47.2
FINAL,1990,PORGIES,SCUP,2318,89
FINAL,1990,PORGIES,SHEEPSHEAD,121720,28.1
FINAL,1990,PUFFERS,PUFFERS,1065142,30.8
FINAL,1990,SEA BASSES,BLACK SEA BASS,745148,20.2
FINAL,1990,SEA BASSES,EPINEPHELUS GROUPERS,25654,55.2
FINAL,1990,SEA BASSES,MYCTEROPERCA GROUPERS,63173,25.9
FINAL,1990,SEA BASSES,OTHER SEA BASSES,4421,63.1
FINAL,1990,SEAROBINS,SEAROBINS,184675,19
FINAL,1990,SNAPPERS,GRAY SNAPPER,1942,50.1
FINAL,1990,SNAPPERS,OTHER SNAPPERS,483,101.2
FINAL,1990,SNAPPERS,RED SNAPPER,2828,54.4
FINAL,1990,SNAPPERS,VERMILION SNAPPER,147309,72.6
FINAL,1990,SNAPPERS,YELLOWTAIL SNAPPER,109,100.1
FINAL,1990,TEMPERATE BASSES,WHITE PERCH,6078,78.4
FINAL,1990,TOADFISHES,TOADFISHES,141243,61.4
FINAL,1990,TRIGGERFISHES/FILEFISHES,TRIGGERFISHES/FILEFISHES,19712,52.1
FINAL,1990,TUNAS AND MACKERELS,KING MACKEREL,277439,22.1
FINAL,1990,TUNAS AND MACKERELS,LITTLE TUNNY/ATLANTIC BONITO,38559,29.6
FINAL,1990,TUNAS AND MACKERELS,OTHER TUNAS/MACKERELS,35553,19.1
FINAL,1990,TUNAS AND MACKERELS,SPANISH MACKEREL,1123839,12.7
FINAL,1990,WRASSES,OTHER WRASSES,2962,90.3
FINAL,1990,WRASSES,TAUTOG,18440,47.8
FINAL,1991,BARRACUDAS,BARRACUDAS,5013,40
FINAL,1991,BLUEFISH,BLUEFISH,3902602,17.2
FINAL,1991,CARTILAGINOUS FISHES,DOGFISH SHARKS,288238,27
FINAL,1991,CARTILAGINOUS FISHES,OTHER SHARKS,365406,21.4
FINAL,1991,CARTILAGINOUS FISHES,SKATES/RAYS,354876,23.9
FINAL,1991,CATFISHES,FRESHWATER CATFISHES,23663,40.4
FINAL,1991,CATFISHES,SALTWATER CATFISHES,26270,36.4
FINAL,1991,CODS AND HAKES,OTHER CODS/HAKES,177015,67.7
FINAL,1991,DOLPHINS,DOLPHINS,262952,18.6
FINAL,1991,DRUMS,ATLANTIC CROAKER,3367199,20
FINAL,1991,DRUMS,BLACK DRUM,22477,34.2
FINAL,1991,DRUMS,KINGFISHES,3353608,13.7
FINAL,1991,DRUMS,OTHER DRUM,334335,68.2
FINAL,1991,DRUMS,RED DRUM,448311,20.9
FINAL,1991,DRUMS,SILVER PERCH,605387,30.8
FINAL,1991,DRUMS,SPOT,13349028,17.6
FINAL,1991,DRUMS,SPOTTED SEATROUT,1564188,12.6
FINAL,1991,DRUMS,WEAKFISH,380605,32
FINAL,1991,EELS,EELS,2995,67.1
FINAL,1991,FLOUNDERS,GULF FLOUNDER,28406,35.6
FINAL,1991,FLOUNDERS,OTHER FLOUNDERS,311412,54.8
FINAL,1991,FLOUNDERS,SOUTHERN FLOUNDER,305253,13.9
FINAL,1991,FLOUNDERS,SUMMER FLOUNDER,2410137,11.7
FINAL,1991,GRUNTS,OTHER GRUNTS,64589,56.6
FINAL,1991,GRUNTS,PIGFISH,1468553,17.8
FINAL,1991,GRUNTS,WHITE GRUNT,130703,25.9
FINAL,1991,HERRINGS,HERRINGS,519157,51.1
FINAL,1991,JACKS,BLUE RUNNER,2987,81.5
FINAL,1991,JACKS,CREVALLE JACK,36642,30.9
FINAL,1991,JACKS,FLORIDA POMPANO,630836,19.9
FINAL,1991,JACKS,GREATER AMBERJACK,192678,72.7
FINAL,1991,JACKS,OTHER JACKS,10056,57.1
FINAL,1991,MULLETS,MULLETS,56770,43.1
FINAL,1991,OTHER FISHES,OTHER FISHES,967331,15.9
FINAL,1991,PORGIES,OTHER PORGIES,68421,35.9
FINAL,1991,PORGIES,PINFISHES,6721520,13
FINAL,1991,PORGIES,RED PORGY,26841,28.2
FINAL,1991,PORGIES,SCUP,20281,34.4
FINAL,1991,PORGIES,SHEEPSHEAD,101782,18.8
FINAL,1991,PUFFERS,PUFFERS,665689,14.7
FINAL,1991,SEA BASSES,BLACK SEA BASS,1363913,27.4
FINAL,1991,SEA BASSES,EPINEPHELUS GROUPERS,17194,62.4
FINAL,1991,SEA BASSES,MYCTEROPERCA GROUPERS,34899,29.6
FINAL,1991,SEA BASSES,OTHER SEA BASSES,1045,72.7
FINAL,1991,SEAROBINS,SEAROBINS,448297,25.3
FINAL,1991,SNAPPERS,GRAY SNAPPER,7856,38.9
FINAL,1991,SNAPPERS,OTHER SNAPPERS,2605,77.5
FINAL,1991,SNAPPERS,RED SNAPPER,8082,53.1
FINAL,1991,SNAPPERS,VERMILION SNAPPER,35271,43.6
FINAL,1991,TEMPERATE BASSES,STRIPED BASS,2257,60.7
FINAL,1991,TEMPERATE BASSES,WHITE PERCH,11775,61.4
FINAL,1991,TOADFISHES,TOADFISHES,101061,23.7
FINAL,1991,TRIGGERFISHES/FILEFISHES,TRIGGERFISHES/FILEFISHES,5465,40.6
FINAL,1991,TUNAS AND MACKERELS,KING MACKEREL,267162,17.3
FINAL,1991,TUNAS AND MACKERELS,LITTLE TUNNY/ATLANTIC BONITO,66664,23.8
FINAL,1991,TUNAS AND MACKERELS,OTHER TUNAS/MACKERELS,92700,21.9
FINAL,1991,TUNAS AND MACKERELS,SPANISH MACKEREL,1357939,15.3
FINAL,1991,WRASSES,OTHER WRASSES,1474,84.5
FINAL,1991,WRASSES,TAUTOG,9908,42.4
FINAL,1992,BARRACUDAS,BARRACUDAS,11070,54
FINAL,1992,BLUEFISH,BLUEFISH,3520493,13.4
FINAL,1992,CARTILAGINOUS FISHES,DOGFISH SHARKS,289146,31.6
FINAL,1992,CARTILAGINOUS FISHES,OTHER SHARKS,394099,50.1
FINAL,1992,CARTILAGINOUS FISHES,SKATES/RAYS,837322,50.7
FINAL,1992,CATFISHES,FRESHWATER CATFISHES,13507,55.8
FINAL,1992,CATFISHES,SALTWATER CATFISHES,240,101
FINAL,1992,CODS AND HAKES,OTHER CODS/HAKES,30916,43.3
FINAL,1992,DOLPHINS,DOLPHINS,174637,20.8
FINAL,1992,DRUMS,ATLANTIC CROAKER,4402153,13.1
FINAL,1992,DRUMS,BLACK DRUM,33828,34.8
FINAL,1992,DRUMS,KINGFISHES,2723448,19
FINAL,1992,DRUMS,OTHER DRUM,39410,47.9
FINAL,1992,DRUMS,RED DRUM,188965,21.2
FINAL,1992,DRUMS,SILVER PERCH,1483742,75
FINAL,1992,DRUMS,SPOT,7952944,20.8
FINAL,1992,DRUMS,SPOTTED SEATROUT,1357318,18.8
FINAL,1992,DRUMS,WEAKFISH,130363,30.8
FINAL,1992,EELS,EELS,3708,58.2
FINAL,1992,FLOUNDERS,GULF FLOUNDER,2728,56.3
FINAL,1992,FLOUNDERS,OTHER FLOUNDERS,1585517,13.6
FINAL,1992,FLOUNDERS,SOUTHERN FLOUNDER,230272,36.5
FINAL,1992,FLOUNDERS,SUMMER FLOUNDER,1121594,19.3
FINAL,1992,GRUNTS,OTHER GRUNTS,60637,48.8
FINAL,1992,GRUNTS,PIGFISH,2270407,17.8
FINAL,1992,GRUNTS,WHITE GRUNT,148273,22.9
FINAL,1992,HERRINGS,HERRINGS,88388,38.8
FINAL,1992,JACKS,BLUE RUNNER,10057,40.9
FINAL,1992,JACKS,CREVALLE JACK,6969,52.8
FINAL,1992,JACKS,FLORIDA POMPANO,419407,36
FINAL,1992,JACKS,GREATER AMBERJACK,6630,30
FINAL,1992,JACKS,OTHER JACKS,7763,57.1
FINAL,1992,MULLETS,MULLETS,1644202,83.2
FINAL,1992,OTHER FISHES,OTHER FISHES,654463,15
FINAL,1992,PORGIES,OTHER PORGIES,18025,40
FINAL,1992,PORGIES,PINFISHES,6509122,13.4
FINAL,1992,PORGIES,RED PORGY,48438,30.7
FINAL,1992,PORGIES,SCUP,344380,67
FINAL,1992,PORGIES,SHEEPSHEAD,254806,32.3
FINAL,1992,PUFFERS,PUFFERS,3996484,30.9
FINAL,1992,SEA BASSES,BLACK SEA BASS,1142156,15.7
FINAL,1992,SEA BASSES,EPINEPHELUS GROUPERS,3093,40.5
FINAL,1992,SEA BASSES,MYCTEROPERCA GROUPERS,19500,35
FINAL,1992,SEA BASSES,OTHER SEA BASSES,50317,29.8
FINAL,1992,SEAROBINS,SEAROBINS,203792,28.6
FINAL,1992,SNAPPERS,GRAY SNAPPER,38,101.7
FINAL,1992,SNAPPERS,OTHER SNAPPERS,2684,99.6
FINAL,1992,SNAPPERS,RED SNAPPER,1902,62.5
FINAL,1992,SNAPPERS,VERMILION SNAPPER,48786,27.3
FINAL,1992,SNAPPERS,YELLOWTAIL SNAPPER,389,99.2
FINAL,1992,TEMPERATE BASSES,STRIPED BASS,5532,56.1
FINAL,1992,TEMPERATE BASSES,WHITE PERCH,3458,101
FINAL,1992,TOADFISHES,TOADFISHES,69657,33.2
FINAL,1992,TRIGGERFISHES/FILEFISHES,TRIGGERFISHES/FILEFISHES,21733,43.1
FINAL,1992,TUNAS AND MACKERELS,KING MACKEREL,168501,13.6
FINAL,1992,TUNAS AND MACKERELS,LITTLE TUNNY/ATLANTIC BONITO,66759,25.5
FINAL,1992,TUNAS AND MACKERELS,OTHER TUNAS/MACKERELS,49757,18.1
FINAL,1992,TUNAS AND MACKERELS,SPANISH MACKEREL,1130058,10.1
FINAL,1992,WRASSES,OTHER WRASSES,355,68.6
FINAL,1992,WRASSES,TAUTOG,18961,56.6
FINAL,1993,BARRACUDAS,BARRACUDAS,4436,24.7
FINAL,1993,BLUEFISH,BLUEFISH,3445279,10.4
FINAL,1993,CARTILAGINOUS FISHES,DOGFISH SHARKS,66162,30
FINAL,1993,CARTILAGINOUS FISHES,OTHER SHARKS,209749,22.2
FINAL,1993,CARTILAGINOUS FISHES,SKATES/RAYS,280644,21.5
FINAL,1993,CATFISHES,FRESHWATER CATFISHES,14065,54.9
FINAL,1993,CATFISHES,SALTWATER CATFISHES,6269,62.5
FINAL,1993,CODS AND HAKES,OTHER CODS/HAKES,65243,39.5
FINAL,1993,DOLPHINS,DOLPHINS,294487,16
FINAL,1993,DRUMS,ATLANTIC CROAKER,4184344,12.3
FINAL,1993,DRUMS,BLACK DRUM,113871,24.7
FINAL,1993,DRUMS,KINGFISHES,2077023,15.6
FINAL,1993,DRUMS,OTHER DRUM,138400,34.2
FINAL,1993,DRUMS,RED DRUM,549464,33.9
FINAL,1993,DRUMS,SILVER PERCH,372582,26.2
FINAL,1993,DRUMS,SPOT,8323648,22
FINAL,1993,DRUMS,SPOTTED SEATROUT,1031900,17.1
FINAL,1993,DRUMS,WEAKFISH,397234,34.2
FINAL,1993,EELS,EELS,13147,47.1
FINAL,1993,FLOUNDERS,GULF FLOUNDER,5739,87.6
FINAL,1993,FLOUNDERS,OTHER FLOUNDERS,2723258,14.5
FINAL,1993,FLOUNDERS,SOUTHERN FLOUNDER,90724,24.2
FINAL,1993,FLOUNDERS,SUMMER FLOUNDER,769466,15
FINAL,1993,GRUNTS,OTHER GRUNTS,52116,55.7
FINAL,1993,GRUNTS,PIGFISH,1680995,15.2
FINAL,1993,GRUNTS,WHITE GRUNT,245487,22.4
FINAL,1993,HERRINGS,HERRINGS,25406,49.4
FINAL,1993,JACKS,BLUE RUNNER,7088,87.1
FINAL,1993,JACKS,CREVALLE JACK,62730,59.2
FINAL,1993,JACKS,FLORIDA POMPANO,1040927,28.2
FINAL,1993,JACKS,GREATER AMBERJACK,15387,28.5
FINAL,1993,JACKS,OTHER JACKS,66048,62
FINAL,1993,MULLETS,MULLETS,324684,52.4
FINAL,1993,OTHER FISHES,OTHER FISHES,1038775,22.2
FINAL,1993,PORGIES,OTHER PORGIES,32679,31.2
FINAL,1993,PORGIES,PINFISHES,4740213,12.1
FINAL,1993,PORGIES,RED PORGY,44945,32.6
FINAL,1993,PORGIES,SCUP,24253,34.8
FINAL,1993,PORGIES,SHEEPSHEAD,273422,23.5
FINAL,1993,PUFFERS,PUFFERS,1269566,17.8
FINAL,1993,SEA BASSES,BLACK SEA BASS,932557,20.2
FINAL,1993,SEA BASSES,EPINEPHELUS GROUPERS,13500,33.6
FINAL,1993,SEA BASSES,MYCTEROPERCA GROUPERS,54573,36.6
FINAL,1993,SEA BASSES,OTHER SEA BASSES,110852,34.1
FINAL,1993,SEAROBINS,SEAROBINS,186044,19
FINAL,1993,SNAPPERS,GRAY SNAPPER,40,101.4
FINAL,1993,SNAPPERS,OTHER SNAPPERS,3325,51.4
FINAL,1993,SNAPPERS,RED SNAPPER,3364,78
FINAL,1993,SNAPPERS,VERMILION SNAPPER,46157,41.8
FINAL,1993,TEMPERATE BASSES,OTHER TEMPERATE BASSES,21908,57
FINAL,1993,TEMPERATE BASSES,STRIPED BASS,4933,44.3
FINAL,1993,TEMPERATE BASSES,WHITE PERCH,91091,59.4
FINAL,1993,TOADFISHES,TOADFISHES,48448,26.9
FINAL,1993,TRIGGERFISHES/FILEFISHES,TRIGGERFISHES/FILEFISHES,104812,78.8
FINAL,1993,TUNAS AND MACKERELS,KING MACKEREL,125311,15.4
FINAL,1993,TUNAS AND MACKERELS,LITTLE TUNNY/ATLANTIC BONITO,32602,26.9
FINAL,1993,TUNAS AND MACKERELS,OTHER TUNAS/MACKERELS,92622,14.7
FINAL,1993,TUNAS AND MACKERELS,SPANISH MACKEREL,825786,14.1
FINAL,1993,WRASSES,OTHER WRASSES,1412,50.7
FINAL,1993,WRASSES,TAUTOG,6858,78
FINAL,1994,BARRACUDAS,BARRACUDAS,9199,25.6
FINAL,1994,BLUEFISH,BLUEFISH,3909134,14.3
FINAL,1994,CARTILAGINOUS FISHES,DOGFISH SHARKS,74313,23.1
FINAL,1994,CARTILAGINOUS FISHES,OTHER SHARKS,291136,18
FINAL,1994,CARTILAGINOUS FISHES,SKATES/RAYS,686132,20.3
FINAL,1994,CATFISHES,FRESHWATER CATFISHES,12540,65.5
FINAL,1994,CATFISHES,SALTWATER CATFISHES,3472,69.8
FINAL,1994,CODS AND HAKES,OTHER CODS/HAKES,20253,34.5
FINAL,1994,DOLPHINS,DOLPHINS,277825,15.1
FINAL,1994,DRUMS,ATLANTIC CROAKER,6224277,10.7
FINAL,1994,DRUMS,BLACK DRUM,141639,35.2
FINAL,1994,DRUMS,KINGFISHES,2610075,13.6
FINAL,1994,DRUMS,OTHER DRUM,444378,42.5
FINAL,1994,DRUMS,RED DRUM,258151,16.4
FINAL,1994,DRUMS,SILVER PERCH,874669,32.3
FINAL,1994,DRUMS,SPOT,16397681,33.1
FINAL,1994,DRUMS,SPOTTED SEATROUT,1242723,14.3
FINAL,1994,DRUMS,WEAKFISH,700295,18.5
FINAL,1994,EELS,EELS,23545,34.2
FINAL,1994,FLOUNDERS,OTHER FLOUNDERS,2720657,9.6
FINAL,1994,FLOUNDERS,SOUTHERN FLOUNDER,168237,19.4
FINAL,1994,FLOUNDERS,SUMMER FLOUNDER,768425,20.2
FINAL,1994,GRUNTS,OTHER GRUNTS,171914,24.6
FINAL,1994,GRUNTS,PIGFISH,2423708,13.3
FINAL,1994,GRUNTS,WHITE GRUNT,466024,32.7
FINAL,1994,HERRINGS,HERRINGS,464138,90.7
FINAL,1994,JACKS,BLUE RUNNER,2548,79
FINAL,1994,JACKS,CREVALLE JACK,2213,67
FINAL,1994,JACKS,FLORIDA POMPANO,367650,28.5
FINAL,1994,JACKS,GREATER AMBERJACK,8370,24.3
FINAL,1994,JACKS,OTHER JACKS,12629,35.5
FINAL,1994,MULLETS,MULLETS,331800,51.5
FINAL,1994,OTHER FISHES,OTHER FISHES,827255,15.1
FINAL,1994,PORGIES,OTHER PORGIES,684546,90
FINAL,1994,PORGIES,PINFISHES,5563813,8.2
FINAL,1994,PORGIES,RED PORGY,68137,26.7
FINAL,1994,PORGIES,SCUP,32640,40.6
FINAL,1994,PORGIES,SHEEPSHEAD,124063,17.9
FINAL,1994,PUFFERS,PUFFERS,816123,17.9
FINAL,1994,SEA BASSES,BLACK SEA BASS,1343708,12.1
FINAL,1994,SEA BASSES,EPINEPHELUS GROUPERS,16168,26.5
FINAL,1994,SEA BASSES,MYCTEROPERCA GROUPERS,49960,21.9
FINAL,1994,SEA BASSES,OTHER SEA BASSES,230188,21.4
FINAL,1994,SEAROBINS,SEAROBINS,125404,13.8
FINAL,1994,SNAPPERS,OTHER SNAPPERS,1757,99.7
FINAL,1994,SNAPPERS,RED SNAPPER,4309,48.4
FINAL,1994,SNAPPERS,VERMILION SNAPPER,75551,34.7
FINAL,1994,TEMPERATE BASSES,OTHER TEMPERATE BASSES,187,97.3
FINAL,1994,TEMPERATE BASSES,STRIPED BASS,25541,24.9
FINAL,1994,TEMPERATE BASSES,WHITE PERCH,190213,42.4
FINAL,1994,TOADFISHES,TOADFISHES,81204,17.3
FINAL,1994,TRIGGERFISHES/FILEFISHES,TRIGGERFISHES/FILEFISHES,37375,27.7
FINAL,1994,TUNAS AND MACKERELS,KING MACKEREL,183399,20.3
FINAL,1994,TUNAS AND MACKERELS,LITTLE TUNNY/ATLANTIC BONITO,26005,18.2
FINAL,1994,TUNAS AND MACKERELS,OTHER TUNAS/MACKERELS,227279,17.2
FINAL,1994,TUNAS AND MACKERELS,SPANISH MACKEREL,934899,9.5
FINAL,1994,WRASSES,OTHER WRASSES,55,97.4
FINAL,1994,WRASSES,TAUTOG,2701,40.6
FINAL,1995,BARRACUDAS,BARRACUDAS,13047,27.5
FINAL,1995,BLUEFISH,BLUEFISH,3006142,14.1
FINAL,1995,CARTILAGINOUS FISHES,DOGFISH SHARKS,130889,34.5
FINAL,1995,CARTILAGINOUS FISHES,OTHER SHARKS,163436,17.6
FINAL,1995,CARTILAGINOUS FISHES,SKATES/RAYS,296073,15.9
FINAL,1995,CATFISHES,FRESHWATER CATFISHES,8882,61.6
FINAL,1995,CATFISHES,SALTWATER CATFISHES,5373,39.5
FINAL,1995,CODS AND HAKES,OTHER CODS/HAKES,3479,81.6
FINAL,1995,DOLPHINS,DOLPHINS,304797,13.7
FINAL,1995,DRUMS,ATLANTIC CROAKER,3656397,10.3
FINAL,1995,DRUMS,BLACK DRUM,1158876,22.7
FINAL,1995,DRUMS,KINGFISHES,2454333,14.2
FINAL,1995,DRUMS,OTHER DRUM,79683,34.8
FINAL,1995,DRUMS,RED DRUM,524841,13.1
FINAL,1995,DRUMS,SILVER PERCH,516812,20.1
FINAL,1995,DRUMS,SPOT,10414562,17.8
FINAL,1995,DRUMS,SPOTTED SEATROUT,1571908,19.7
FINAL,1995,DRUMS,WEAKFISH,318441,16.1
FINAL,1995,EELS,EELS,22900,24.3
FINAL,1995,FLOUNDERS,GULF FLOUNDER,27465,97.7
FINAL,1995,FLOUNDERS,OTHER FLOUNDERS,1441015,9.6
FINAL,1995,FLOUNDERS,SOUTHERN FLOUNDER,146868,22.3
FINAL,1995,FLOUNDERS,SUMMER FLOUNDER,261022,11.3
FINAL,1995,GRUNTS,OTHER GRUNTS,51490,31.8
FINAL,1995,GRUNTS,PIGFISH,2566532,17.2
FINAL,1995,GRUNTS,WHITE GRUNT,175081,32.8
FINAL,1995,HERRINGS,HERRINGS,194926,75.5
FINAL,1995,JACKS,BLUE RUNNER,2788,54.4
FINAL,1995,JACKS,CREVALLE JACK,5388,42.6
FINAL,1995,JACKS,FLORIDA POMPANO,466001,25.7
FINAL,1995,JACKS,GREATER AMBERJACK,6253,36.8
FINAL,1995,JACKS,OTHER JACKS,47354,75.5
FINAL,1995,MULLETS,MULLETS,238672,43.4
FINAL,1995,OTHER FISHES,OTHER FISHES,473614,12.8
FINAL,1995,PORGIES,OTHER PORGIES,285530,90.1
FINAL,1995,PORGIES,PINFISHES,7240334,8.7
FINAL,1995,PORGIES,RED PORGY,24463,34
FINAL,1995,PORGIES,SCUP,9464,51
FINAL,1995,PORGIES,SHEEPSHEAD,197547,18.4
FINAL,1995,PUFFERS,PUFFERS,603955,21.2
FINAL,1995,SEA BASSES,BLACK SEA BASS,1055701,16.3
FINAL,1995,SEA BASSES,EPINEPHELUS GROUPERS,5861,33.6
FINAL,1995,SEA BASSES,MYCTEROPERCA GROUPERS,30294,34.5
FINAL,1995,SEA BASSES,OTHER SEA BASSES,41517,32.6
FINAL,1995,SEAROBINS,SEAROBINS,80079,23
FINAL,1995,SNAPPERS,GRAY SNAPPER,3155,98.8
FINAL,1995,SNAPPERS,LANE SNAPPER,78,101.4
FINAL,1995,SNAPPERS,OTHER SNAPPERS,15940,58.5
FINAL,1995,SNAPPERS,RED SNAPPER,9685,61.1
FINAL,1995,SNAPPERS,VERMILION SNAPPER,40923,35.3
FINAL,1995,TEMPERATE BASSES,STRIPED BASS,153560,42.3
FINAL,1995,TEMPERATE BASSES,WHITE PERCH,48524,58
FINAL,1995,TOADFISHES,TOADFISHES,56362,19
FINAL,1995,TRIGGERFISHES/FILEFISHES,TRIGGERFISHES/FILEFISHES,22993,39.7
FINAL,1995,TUNAS AND MACKERELS,KING MACKEREL,143340,14.1
FINAL,1995,TUNAS AND MACKERELS,LITTLE TUNNY/ATLANTIC BONITO,26886,39.6
