Estimate Status,Year,Species,Sub_group,Total_catch_(A+B1+B2),PSE
FINAL,2010,GRUNTS,OTHER GRUNTS,34570,43
FINAL,2010,GRUNTS,PIGFISH,2946755,12.5
FINAL,2010,GRUNTS,WHITE GRUNT,66446,40
FINAL,2010,HERRINGS,HERRINGS,2895406,14.1
FINAL,2010,JACKS,BLUE RUNNER,23064,88
FINAL,2010,JACKS,CREVALLE JACK,3588,46.2
FINAL,2010,JACKS,FLORIDA POMPANO,1551634,17.8
FINAL,2010,JACKS,GREATER AMBERJACK,25149,29.4
FINAL,2010,JACKS,OTHER JACKS,73807,26.1
FINAL,2010,MULLETS,MULLETS,5412445,14.1
FINAL,2010,OTHER FISHES,OTHER FISHES,1825692,15.6
FINAL,2010,PORGIES,OTHER PORGIES,8643,52.4
FINAL,2010,PORGIES,PINFISHES,11583882,8.4
FINAL,2010,PORGIES,RED PORGY,24523,43.3
FINAL,2010,PORGIES,SCUP,5029,81.2
FINAL,2010,PORGIES,SHEEPSHEAD,518046,16.9
FINAL,2010,PUFFERS,PUFFERS,3492849,21.1
FINAL,2010,SEA BASSES,BLACK SEA BASS,2408300,16.2
FINAL,2010,SEA BASSES,EPINEPHELUS GROUPERS,35771,27.5
FINAL,2010,SEA BASSES,MYCTEROPERCA GROUPERS,52538,30.7
FINAL,2010,SEA BASSES,OTHER SEA BASSES,277345,41.4
FINAL,2010,SEAROBINS,SEAROBINS,182511,19
FINAL,2010,SNAPPERS,OTHER SNAPPERS,2697,86.6
FINAL,2010,SNAPPERS,RED SNAPPER,3702,60.1
FINAL,2010,SNAPPERS,VERMILION SNAPPER,43724,44.5
FINAL,2010,TEMPERATE BASSES,STRIPED BASS,441272,25.3
FINAL,2010,TEMPERATE BASSES,WHITE PERCH,33798,81.4
FINAL,2010,TOADFISHES,TOADFISHES,367447,11.8
FINAL,2010,TRIGGERFISHES/FILEFISHES,TRIGGERFISHES/FILEFISHES,115470,30.6
FINAL,2010,TUNAS AND MACKERELS,KING MACKEREL,68045,23.4
FINAL,2010,TUNAS AND MACKERELS,LITTLE TUNNY/ATLANTIC BONITO,73832,23.5
FINAL,2010,TUNAS AND MACKERELS,OTHER TUNAS/MACKERELS,184032,18.7
FINAL,2010,TUNAS AND MACKERELS,SPANISH MACKEREL,1628749,26
FINAL,2010,WRASSES,OTHER WRASSES,13089,77.6
FINAL,2010,WRASSES,TAUTOG,23456,60.9
FINAL,2011,BARRACUDAS,BARRACUDAS,6387,42.2
FINAL,2011,BLUEFISH,BLUEFISH,10764359,9.6
FINAL,2011,CARTILAGINOUS FISHES,DOGFISH SHARKS,636690,24.4
FINAL,2011,CARTILAGINOUS FISHES,OTHER SHARKS,2328920,12.5
FINAL,2011,CARTILAGINOUS FISHES,SKATES/RAYS,1867774,13
FINAL,2011,CATFISHES,FRESHWATER CATFISHES,27603,33.9
FINAL,2011,CODS AND HAKES,OTHER CODS/HAKES,135743,44.9
FINAL,2011,DOLPHINS,DOLPHINS,654760,16.1
FINAL,2011,DRUMS,ATLANTIC CROAKER,7878811,12.4
FINAL,2011,DRUMS,BLACK DRUM,1970972,18.6
FINAL,2011,DRUMS,KINGFISHES,4976125,7.9
FINAL,2011,DRUMS,OTHER DRUM,74624,39.6
FINAL,2011,DRUMS,RED DRUM,743853,11.6
FINAL,2011,DRUMS,SILVER PERCH,332508,23.3
FINAL,2011,DRUMS,SPOT,11474258,13.7
FINAL,2011,DRUMS,SPOTTED SEATROUT,8144054,12
FINAL,2011,DRUMS,WEAKFISH,423636,25.2
FINAL,2011,EELS,EELS,22905,52.6
FINAL,2011,FLOUNDERS,GULF FLOUNDER,38676,32.9
FINAL,2011,FLOUNDERS,OTHER FLOUNDERS,3325267,8.5
FINAL,2011,FLOUNDERS,SOUTHERN FLOUNDER,388647,13.1
FINAL,2011,FLOUNDERS,SUMMER FLOUNDER,191866,15.7
FINAL,2011,GRUNTS,OTHER GRUNTS,63328,44.2
FINAL,2011,GRUNTS,PIGFISH,3169953,11.5
FINAL,2011,GRUNTS,WHITE GRUNT,62717,28.5
FINAL,2011,HERRINGS,HERRINGS,3267106,22.8
FINAL,2011,JACKS,BLUE RUNNER,81871,48.9
FINAL,2011,JACKS,CREVALLE JACK,169206,74.9
FINAL,2011,JACKS,FLORIDA POMPANO,2119559,15.4
FINAL,2011,JACKS,GREATER AMBERJACK,16104,67.1
FINAL,2011,JACKS,OTHER JACKS,321362,29.7
FINAL,2011,MULLETS,MULLETS,4424374,14.4
FINAL,2011,OTHER FISHES,OTHER FISHES,1468788,12.5
FINAL,2011,PORGIES,OTHER PORGIES,2837,47.4
FINAL,2011,PORGIES,PINFISHES,9739237,9
FINAL,2011,PORGIES,RED PORGY,10325,40.6
FINAL,2011,PORGIES,SCUP,1898,55.3
FINAL,2011,PORGIES,SHEEPSHEAD,275666,20.9
FINAL,2011,PUFFERS,PUFFERS,2780509,15
FINAL,2011,SEA BASSES,BLACK SEA BASS,2749841,9.3
FINAL,2011,SEA BASSES,EPINEPHELUS GROUPERS,10666,33.2
FINAL,2011,SEA BASSES,MYCTEROPERCA GROUPERS,44323,39
FINAL,2011,SEA BASSES,OTHER SEA BASSES,25785,72.9
FINAL,2011,SEAROBINS,SEAROBINS,158496,19.5
FINAL,2011,SNAPPERS,GRAY SNAPPER,605,101.4
FINAL,2011,SNAPPERS,OTHER SNAPPERS,2364,78.6
FINAL,2011,SNAPPERS,RED SNAPPER,2118,39.2
FINAL,2011,SNAPPERS,VERMILION SNAPPER,9167,37.5
FINAL,2011,TEMPERATE BASSES,STRIPED BASS,1060194,15.9
FINAL,2011,TEMPERATE BASSES,WHITE PERCH,72466,47.1
FINAL,2011,TOADFISHES,TOADFISHES,265918,13.2
FINAL,2011,TRIGGERFISHES/FILEFISHES,TRIGGERFISHES/FILEFISHES,50609,31.1
FINAL,2011,TUNAS AND MACKERELS,ATLANTIC MACKEREL,16,102.8
FINAL,2011,TUNAS AND MACKERELS,KING MACKEREL,32439,35.5
FINAL,2011,TUNAS AND MACKERELS,LITTLE TUNNY/ATLANTIC BONITO,38154,30.8
FINAL,2011,TUNAS AND MACKERELS,OTHER TUNAS/MACKERELS,198181,15.8
FINAL,2011,TUNAS AND MACKERELS,SPANISH MACKEREL,1334140,13.2
FINAL,2011,WRASSES,OTHER WRASSES,10076,70.6
FINAL,2011,WRASSES,TAUTOG,3010,50.2
FINAL,2012,BARRACUDAS,BARRACUDAS,7633,31.4
FINAL,2012,BLUEFISH,BLUEFISH,5952424,7.8
FINAL,2012,CARTILAGINOUS FISHES,DOGFISH SHARKS,198777,33.3
FINAL,2012,CARTILAGINOUS FISHES,OTHER SHARKS,1893392,12.4
FINAL,2012,CARTILAGINOUS FISHES,SKATES/RAYS,1080665,11.9
FINAL,2012,CATFISHES,FRESHWATER CATFISHES,16443,36.9
FINAL,2012,CODS AND HAKES,OTHER CODS/HAKES,40759,47.4
FINAL,2012,DOLPHINS,DOLPHINS,431677,13
FINAL,2012,DRUMS,ATLANTIC CROAKER,4727205,8.2
FINAL,2012,DRUMS,BLACK DRUM,953636,15.9
FINAL,2012,DRUMS,KINGFISHES,7109848,6.7
FINAL,2012,DRUMS,OTHER DRUM,69261,31.3
FINAL,2012,DRUMS,RED DRUM,5091539,11.1
FINAL,2012,DRUMS,SILVER PERCH,413083,22.1
FINAL,2012,DRUMS,SPOT,5672961,13.7
FINAL,2012,DRUMS,SPOTTED SEATROUT,6519192,9.2
FINAL,2012,DRUMS,WEAKFISH,478387,15.9
FINAL,2012,EELS,EELS,26447,55.8
FINAL,2012,FLOUNDERS,GULF FLOUNDER,27565,50.7
FINAL,2012,FLOUNDERS,OTHER FLOUNDERS,4135945,10
FINAL,2012,FLOUNDERS,SOUTHERN FLOUNDER,290035,10.6
FINAL,2012,FLOUNDERS,SUMMER FLOUNDER,177567,16.4
FINAL,2012,GRUNTS,OTHER GRUNTS,39440,47.3
FINAL,2012,GRUNTS,PIGFISH,2892003,10.8
FINAL,2012,GRUNTS,WHITE GRUNT,121487,28.6
FINAL,2012,HERRINGS,HERRINGS,1665269,17.7
FINAL,2012,JACKS,BLUE RUNNER,23069,45.8
FINAL,2012,JACKS,CREVALLE JACK,93293,47.1
FINAL,2012,JACKS,FLORIDA POMPANO,1558823,15.7
FINAL,2012,JACKS,GREATER AMBERJACK,15791,23.5
FINAL,2012,JACKS,OTHER JACKS,209092,36
FINAL,2012,MULLETS,MULLETS,4238694,16
FINAL,2012,OTHER FISHES,OTHER FISHES,2163386,9.6
FINAL,2012,PORGIES,OTHER PORGIES,20793,36
FINAL,2012,PORGIES,PINFISHES,13065236,8.3
FINAL,2012,PORGIES,RED PORGY,27554,28.1
FINAL,2012,PORGIES,SCUP,9250,74.6
FINAL,2012,PORGIES,SHEEPSHEAD,615834,13.9
FINAL,2012,PUFFERS,PUFFERS,3604918,10.7
FINAL,2012,SEA BASSES,BLACK SEA BASS,4784619,8.3
FINAL,2012,SEA BASSES,EPINEPHELUS GROUPERS,11598,29.1
FINAL,2012,SEA BASSES,MYCTEROPERCA GROUPERS,66036,23.5
FINAL,2012,SEA BASSES,OTHER SEA BASSES,81846,28.1
FINAL,2012,SEAROBINS,SEAROBINS,574014,11.7
FINAL,2012,SNAPPERS,OTHER SNAPPERS,15342,56.6
FINAL,2012,SNAPPERS,RED SNAPPER,14656,69
FINAL,2012,SNAPPERS,VERMILION SNAPPER,59740,31.5
FINAL,2012,TEMPERATE BASSES,OTHER TEMPERATE BASSES,23,99.7
FINAL,2012,TEMPERATE BASSES,STRIPED BASS,530512,20.2
FINAL,2012,TEMPERATE BASSES,WHITE PERCH,57835,40.2
FINAL,2012,TOADFISHES,TOADFISHES,326510,14.8
FINAL,2012,TRIGGERFISHES/FILEFISHES,TRIGGERFISHES/FILEFISHES,87170,27
FINAL,2012,TUNAS AND MACKERELS,ATLANTIC MACKEREL,7394,97.2
FINAL,2012,TUNAS AND MACKERELS,KING MACKEREL,61914,22.9
FINAL,2012,TUNAS AND MACKERELS,LITTLE TUNNY/ATLANTIC BONITO,77553,20.4
FINAL,2012,TUNAS AND MACKERELS,OTHER TUNAS/MACKERELS,204328,13.2
FINAL,2012,TUNAS AND MACKERELS,SPANISH MACKEREL,1587644,10.7
FINAL,2012,WRASSES,OTHER WRASSES,2185,85
FINAL,2012,WRASSES,TAUTOG,95109,85.1
FINAL,2013,BARRACUDAS,BARRACUDAS,8088,50.2
FINAL,2013,BLUEFISH,BLUEFISH,11338251,10.1
FINAL,2013,CARTILAGINOUS FISHES,DOGFISH SHARKS,2152545,40.2
FINAL,2013,CARTILAGINOUS FISHES,OTHER SHARKS,5900829,12.2
FINAL,2013,CARTILAGINOUS FISHES,SKATES/RAYS,1995764,13.4
FINAL,2013,CATFISHES,FRESHWATER CATFISHES,23792,34.9
FINAL,2013,CODS AND HAKES,OTHER CODS/HAKES,56529,75.4
FINAL,2013,DOLPHINS,DOLPHINS,328084,18.2
FINAL,2013,DRUMS,ATLANTIC CROAKER,8030360,9.8
FINAL,2013,DRUMS,BLACK DRUM,2009330,18.2
FINAL,2013,DRUMS,KINGFISHES,11947675,9.1
FINAL,2013,DRUMS,OTHER DRUM,63210,55
FINAL,2013,DRUMS,RED DRUM,2412929,10.3
FINAL,2013,DRUMS,SILVER PERCH,287580,27.7
FINAL,2013,DRUMS,SPOT,11634716,12.9
FINAL,2013,DRUMS,SPOTTED SEATROUT,5386628,10.5
FINAL,2013,DRUMS,WEAKFISH,315452,17.1
FINAL,2013,EELS,EELS,46852,22.7
FINAL,2013,FLOUNDERS,GULF FLOUNDER,21346,52.1
FINAL,2013,FLOUNDERS,OTHER FLOUNDERS,4118518,11.4
FINAL,2013,FLOUNDERS,SOUTHERN FLOUNDER,374833,23.6
FINAL,2013,FLOUNDERS,SUMMER FLOUNDER,125276,18.7
FINAL,2013,GRUNTS,OTHER GRUNTS,46609,51.1
FINAL,2013,GRUNTS,PIGFISH,2819676,12.3
FINAL,2013,GRUNTS,WHITE GRUNT,37495,34.2
FINAL,2013,HERRINGS,HERRINGS,2684999,26.9
FINAL,2013,JACKS,BLUE RUNNER,15224,58.6
FINAL,2013,JACKS,CREVALLE JACK,111627,36.3
FINAL,2013,JACKS,FLORIDA POMPANO,4946863,20.6
FINAL,2013,JACKS,GREATER AMBERJACK,40484,37.2
FINAL,2013,JACKS,OTHER JACKS,224577,32
FINAL,2013,MULLETS,MULLETS,5560808,20.5
FINAL,2013,OTHER FISHES,OTHER FISHES,2070367,14.8
FINAL,2013,PORGIES,OTHER PORGIES,13928,48.3
FINAL,2013,PORGIES,PINFISHES,11900209,9
FINAL,2013,PORGIES,RED PORGY,21688,33.7
FINAL,2013,PORGIES,SCUP,8441,96.1
FINAL,2013,PORGIES,SHEEPSHEAD,1176556,16.6
FINAL,2013,PUFFERS,PUFFERS,1789398,23.5
FINAL,2013,SEA BASSES,BLACK SEA BASS,3130808,9.8
FINAL,2013,SEA BASSES,EPINEPHELUS GROUPERS,14164,36.3
FINAL,2013,SEA BASSES,MYCTEROPERCA GROUPERS,23781,21.5
FINAL,2013,SEA BASSES,OTHER SEA BASSES,41781,36.3
FINAL,2013,SEAROBINS,SEAROBINS,260555,28.1
FINAL,2013,SNAPPERS,OTHER SNAPPERS,11,100.6
FINAL,2013,SNAPPERS,RED SNAPPER,956,65.5
FINAL,2013,SNAPPERS,VERMILION SNAPPER,19041,28.2
FINAL,2013,TEMPERATE BASSES,STRIPED BASS,427834,18
FINAL,2013,TEMPERATE BASSES,WHITE PERCH,36689,47.4
FINAL,2013,TOADFISHES,TOADFISHES,315584,19.4
FINAL,2013,TRIGGERFISHES/FILEFISHES,TRIGGERFISHES/FILEFISHES,100587,29.4
FINAL,2013,TUNAS AND MACKERELS,ATLANTIC MACKEREL,10547,101.2
FINAL,2013,TUNAS AND MACKERELS,KING MACKEREL,56869,21.7
FINAL,2013,TUNAS AND MACKERELS,LITTLE TUNNY/ATLANTIC BONITO,136818,31.6
FINAL,2013,TUNAS AND MACKERELS,OTHER TUNAS/MACKERELS,153591,18.3
FINAL,2013,TUNAS AND MACKERELS,SPANISH MACKEREL,1680291,17
FINAL,2013,WRASSES,OTHER WRASSES,524,83.6
FINAL,2013,WRASSES,TAUTOG,27365,50.8
FINAL,2014,BARRACUDAS,BARRACUDAS,4922,50.4
FINAL,2014,BLUEFISH,BLUEFISH,10281620,11.3
FINAL,2014,CARTILAGINOUS FISHES,DOGFISH SHARKS,711198,29.4
FINAL,2014,CARTILAGINOUS FISHES,OTHER SHARKS,2269295,11.6
FINAL,2014,CARTILAGINOUS FISHES,SKATES/RAYS,2186100,16.6
FINAL,2014,CATFISHES,FRESHWATER CATFISHES,89920,33.2
FINAL,2014,CODS AND HAKES,ATLANTIC COD,4144,101.8
FINAL,2014,CODS AND HAKES,OTHER CODS/HAKES,13046,67
FINAL,2014,DOLPHINS,DOLPHINS,409934,26.5
FINAL,2014,DRUMS,ATLANTIC CROAKER,12283293,13.6
FINAL,2014,DRUMS,BLACK DRUM,2074056,26.1
FINAL,2014,DRUMS,KINGFISHES,12504996,16.2
FINAL,2014,DRUMS,OTHER DRUM,1285,58.9
FINAL,2014,DRUMS,RED DRUM,1411270,12.8
FINAL,2014,DRUMS,SILVER PERCH,652334,52.9
FINAL,2014,DRUMS,SPOT,12387178,17.7
FINAL,2014,DRUMS,SPOTTED SEATROUT,4674370,13
FINAL,2014,DRUMS,WEAKFISH,1139142,30.4
FINAL,2014,EELS,EELS,6795,69
FINAL,2014,FLOUNDERS,GULF FLOUNDER,4462,66.5
FINAL,2014,FLOUNDERS,OTHER FLOUNDERS,3576392,9.6
FINAL,2014,FLOUNDERS,SOUTHERN FLOUNDER,209495,16.9
FINAL,2014,FLOUNDERS,SUMMER FLOUNDER,156170,20.7
FINAL,2014,GRUNTS,OTHER GRUNTS,7619,41.1
FINAL,2014,GRUNTS,PIGFISH,4043905,18
FINAL,2014,GRUNTS,WHITE GRUNT,52436,54.2
FINAL,2014,HERRINGS,HERRINGS,2224677,27.8
FINAL,2014,JACKS,BLUE RUNNER,43367,54
FINAL,2014,JACKS,CREVALLE JACK,136719,58.5
FINAL,2014,JACKS,FLORIDA POMPANO,1759195,22.1
FINAL,2014,JACKS,GREATER AMBERJACK,6939,32
FINAL,2014,JACKS,OTHER JACKS,323740,57.7
FINAL,2014,MULLETS,MULLETS,5094459,24.9
FINAL,2014,OTHER FISHES,OTHER FISHES,2667437,10
FINAL,2014,PORGIES,OTHER PORGIES,10493,59.5
FINAL,2014,PORGIES,PINFISHES,20891429,10.3
FINAL,2014,PORGIES,RED PORGY,17906,35.5
FINAL,2014,PORGIES,SCUP,1784,80.9
FINAL,2014,PORGIES,SHEEPSHEAD,409330,17.1
FINAL,2014,PUFFERS,PUFFERS,1057992,27.2
FINAL,2014,SEA BASSES,BLACK SEA BASS,5355502,16.1
FINAL,2014,SEA BASSES,EPINEPHELUS GROUPERS,7096,48
FINAL,2014,SEA BASSES,MYCTEROPERCA GROUPERS,25362,40
FINAL,2014,SEA BASSES,OTHER SEA BASSES,16343,46.2
FINAL,2014,SEAROBINS,SEAROBINS,107524,24.9
FINAL,2014,SNAPPERS,OTHER SNAPPERS,688,76.8
FINAL,2014,SNAPPERS,RED SNAPPER,9279,80.7
FINAL,2014,SNAPPERS,VERMILION SNAPPER,27531,45.2
FINAL,2014,SNAPPERS,YELLOWTAIL SNAPPER,251,101.5
FINAL,2014,TEMPERATE BASSES,STRIPED BASS,395376,26.3
FINAL,2014,TEMPERATE BASSES,WHITE PERCH,39668,47.8
FINAL,2014,TOADFISHES,TOADFISHES,313288,18.2
FINAL,2014,TRIGGERFISHES/FILEFISHES,TRIGGERFISHES/FILEFISHES,52325,39.9
FINAL,2014,TUNAS AND MACKERELS,ATLANTIC MACKEREL,5,98.9
FINAL,2014,TUNAS AND MACKERELS,KING MACKEREL,107363,36.6
FINAL,2014,TUNAS AND MACKERELS,LITTLE TUNNY/ATLANTIC BONITO,300634,36.4
FINAL,2014,TUNAS AND MACKERELS,OTHER TUNAS/MACKERELS,184769,25.7
FINAL,2014,TUNAS AND MACKERELS,SPANISH MACKEREL,1842989,15.4
FINAL,2014,WRASSES,OTHER WRASSES,18996,94.6
FINAL,2014,WRASSES,TAUTOG,10974,87.1
FINAL,2015,BARRACUDAS,BARRACUDAS,14338,36.4
FINAL,2015,BLUEFISH,BLUEFISH,10479713,13.7
FINAL,2015,CARTILAGINOUS FISHES,DOGFISH SHARKS,785366,43.4
FINAL,2015,CARTILAGINOUS FISHES,OTHER SHARKS,1875672,13.9
FINAL,2015,CARTILAGINOUS FISHES,SKATES/RAYS,2811547,28
FINAL,2015,CATFISHES,FRESHWATER CATFISHES,40807,38.6
FINAL,2015,CODS AND HAKES,OTHER CODS/HAKES,72507,89.5
FINAL,2015,DOLPHINS,DOLPHINS,813895,26.7
FINAL,2015,DRUMS,ATLANTIC CROAKER,11069580,10.4
FINAL,2015,DRUMS,BLACK DRUM,2067884,19.2
FINAL,2015,DRUMS,KINGFISHES,10353943,13.5
FINAL,2015,DRUMS,OTHER DRUM,110248,58.7
FINAL,2015,DRUMS,RED DRUM,1451948,25
FINAL,2015,DRUMS,SILVER PERCH,139845,32.4
FINAL,2015,DRUMS,SPOT,5557367,14.2
FINAL,2015,DRUMS,SPOTTED SEATROUT,5073348,22.1
FINAL,2015,DRUMS,WEAKFISH,1751579,30
FINAL,2015,EELS,EELS,3214,60.9
FINAL,2015,FLOUNDERS,GULF FLOUNDER,68410,60.1
FINAL,2015,FLOUNDERS,OTHER FLOUNDERS,2909272,11.7
FINAL,2015,FLOUNDERS,SOUTHERN FLOUNDER,249166,18.5
FINAL,2015,FLOUNDERS,SUMMER FLOUNDER,99263,23.3
FINAL,2015,GRUNTS,OTHER GRUNTS,64179,74.3
FINAL,2015,GRUNTS,PIGFISH,4926328,14.8
FINAL,2015,GRUNTS,WHITE GRUNT,73013,28.9
FINAL,2015,HERRINGS,HERRINGS,2977956,22.2
FINAL,2015,JACKS,BLUE RUNNER,112373,61.9
FINAL,2015,JACKS,CREVALLE JACK,57952,54.8
FINAL,2015,JACKS,FLORIDA POMPANO,1605870,24.9
FINAL,2015,JACKS,GREATER AMBERJACK,26565,36.2
FINAL,2015,JACKS,OTHER JACKS,272385,26.7
FINAL,2015,MULLETS,MULLETS,4835324,20.1
FINAL,2015,OTHER FISHES,OTHER FISHES,2541568,11.5
FINAL,2015,PORGIES,OTHER PORGIES,33570,49.2
FINAL,2015,PORGIES,PINFISHES,16580391,11.3
FINAL,2015,PORGIES,RED PORGY,20998,43.8
FINAL,2015,PORGIES,SCUP,3474,100.1
FINAL,2015,PORGIES,SHEEPSHEAD,342001,17.9
FINAL,2015,PUFFERS,PUFFERS,7588761,18.1
FINAL,2015,SEA BASSES,BLACK SEA BASS,5356153,19.4
FINAL,2015,SEA BASSES,EPINEPHELUS GROUPERS,8296,43.4
FINAL,2015,SEA BASSES,MYCTEROPERCA GROUPERS,79278,31.6
FINAL,2015,SEA BASSES,OTHER SEA BASSES,53650,38.6
FINAL,2015,SEAROBINS,SEAROBINS,149738,34.2
FINAL,2015,SNAPPERS,OTHER SNAPPERS,177,100.9
FINAL,2015,SNAPPERS,RED SNAPPER,4295,52.2
FINAL,2015,SNAPPERS,VERMILION SNAPPER,60216,46
FINAL,2015,TEMPERATE BASSES,STRIPED BASS,383769,20.8
FINAL,2015,TEMPERATE BASSES,WHITE PERCH,272840,42.5
FINAL,2015,TOADFISHES,TOADFISHES,392734,16.9
FINAL,2015,TRIGGERFISHES/FILEFISHES,TRIGGERFISHES/FILEFISHES,34494,37.2
FINAL,2015,TUNAS AND MACKERELS,ATLANTIC MACKEREL,5851,83.9
FINAL,2015,TUNAS AND MACKERELS,KING MACKEREL,112582,34.3
FINAL,2015,TUNAS AND MACKERELS,LITTLE TUNNY/ATLANTIC BONITO,110094,25.3
FINAL,2015,TUNAS AND MACKERELS,OTHER TUNAS/MACKERELS,144111,12.4
FINAL,2015,TUNAS AND MACKERELS,SPANISH MACKEREL,1349726,13.2
FINAL,2015,WRASSES,OTHER WRASSES,466,102.4
FINAL,2015,WRASSES,TAUTOG,8284,52.1
FINAL,2016,BARRACUDAS,BARRACUDAS,8018,34.6
FINAL,2016,BLUEFISH,BLUEFISH,11292183,17.3
FINAL,2016,CARTILAGINOUS FISHES,DOGFISH SHARKS,214655,31
FINAL,2016,CARTILAGINOUS FISHES,OTHER SHARKS,1393238,14.9
FINAL,2016,CARTILAGINOUS FISHES,SKATES/RAYS,1854969,16.2
FINAL,2016,CATFISHES,FRESHWATER CATFISHES,69005,40.5
FINAL,2016,CODS AND HAKES,OTHER CODS/HAKES,1183,68
FINAL,2016,CODS AND HAKES,POLLOCK,15214,103.9
FINAL,2016,DOLPHINS,DOLPHINS,483380,17.2
FINAL,2016,DRUMS,ATLANTIC CROAKER,8363952,13.8
FINAL,2016,DRUMS,BLACK DRUM,2989674,30.9
FINAL,2016,DRUMS,KINGFISHES,8226227,11.8
FINAL,2016,DRUMS,OTHER DRUM,50626,81.2
FINAL,2016,DRUMS,RED DRUM,3372648,29.6
FINAL,2016,DRUMS,SILVER PERCH,554656,24.9
FINAL,2016,DRUMS,SPOT,3760131,20.5
FINAL,2016,DRUMS,SPOTTED SEATROUT,7453817,15.9
FINAL,2016,DRUMS,WEAKFISH,1168763,26.4
FINAL,2016,EELS,EELS,19661,55.4
FINAL,2016,FLOUNDERS,GULF FLOUNDER,5819,59.8
FINAL,2016,FLOUNDERS,OTHER FLOUNDERS,2907396,23.8
FINAL,2016,FLOUNDERS,SOUTHERN FLOUNDER,299340,16.1
FINAL,2016,FLOUNDERS,SUMMER FLOUNDER,65494,27.2
FINAL,2016,GRUNTS,OTHER GRUNTS,18513,44.1
FINAL,2016,GRUNTS,PIGFISH,3768866,15.6
FINAL,2016,GRUNTS,WHITE GRUNT,121981,53.4
FINAL,2016,HERRINGS,HERRINGS,2595320,36.8
FINAL,2016,JACKS,BLUE RUNNER,198956,60.2
FINAL,2016,JACKS,CREVALLE JACK,122873,64.2
FINAL,2016,JACKS,FLORIDA POMPANO,1858223,28.5
FINAL,2016,JACKS,GREATER AMBERJACK,49926,32.7
FINAL,2016,JACKS,OTHER JACKS,1343841,47.6
FINAL,2016,MULLETS,MULLETS,6030514,47.3
FINAL,2016,OTHER FISHES,OTHER FISHES,4971737,20.6
FINAL,2016,PORGIES,OTHER PORGIES,8012,49.2
FINAL,2016,PORGIES,PINFISHES,18221315,13.2
FINAL,2016,PORGIES,RED PORGY,57954,87.4
FINAL,2016,PORGIES,SHEEPSHEAD,361556,20
FINAL,2016,PUFFERS,PUFFERS,4573028,14.8
FINAL,2016,SEA BASSES,BLACK SEA BASS,5730563,13.7
FINAL,2016,SEA BASSES,EPINEPHELUS GROUPERS,3131,50.8
FINAL,2016,SEA BASSES,MYCTEROPERCA GROUPERS,31773,34.7
FINAL,2016,SEA BASSES,OTHER SEA BASSES,24061,61.1
FINAL,2016,SEAROBINS,SEAROBINS,319432,39
FINAL,2016,SNAPPERS,OTHER SNAPPERS,60,100.2
FINAL,2016,SNAPPERS,RED SNAPPER,20467,55.1
FINAL,2016,SNAPPERS,VERMILION SNAPPER,39733,32.1
FINAL,2016,TEMPERATE BASSES,STRIPED BASS,1108372,19
FINAL,2016,TEMPERATE BASSES,WHITE PERCH,99656,43.8
FINAL,2016,TOADFISHES,TOADFISHES,357676,30.2
FINAL,2016,TRIGGERFISHES/FILEFISHES,TRIGGERFISHES/FILEFISHES,196421,46.8
FINAL,2016,TUNAS AND MACKERELS,KING MACKEREL,152060,33.4
FINAL,2016,TUNAS AND MACKERELS,LITTLE TUNNY/ATLANTIC BONITO,186776,26.7
FINAL,2016,TUNAS AND MACKERELS,OTHER TUNAS/MACKERELS,277205,12.5
FINAL,2016,TUNAS AND MACKERELS,SPANISH MACKEREL,1465303,16.4
FINAL,2016,WRASSES,OTHER WRASSES,88,91.2
FINAL,2016,WRASSES,TAUTOG,38490,74.1
FINAL,2017,BARRACUDAS,BARRACUDAS,18453,34.8
FINAL,2017,BLUEFISH,BLUEFISH,11428727,23.9
FINAL,2017,CARTILAGINOUS FISHES,DOGFISH SHARKS,114137,41.9
FINAL,2017,CARTILAGINOUS FISHES,OTHER SHARKS,1964239,23.7
FINAL,2017,CARTILAGINOUS FISHES,SKATES/RAYS,1628807,14.1
FINAL,2017,CATFISHES,FRESHWATER CATFISHES,85651,37.7
FINAL,2017,CODS AND HAKES,OTHER CODS/HAKES,1048,83
FINAL,2017,CODS AND HAKES,RED HAKE,33,100
FINAL,2017,DOLPHINS,DOLPHINS,282967,20.5
FINAL,2017,DRUMS,ATLANTIC CROAKER,5298374,12.3
FINAL,2017,DRUMS,BLACK DRUM,2691897,20.6
FINAL,2017,DRUMS,KINGFISHES,7463298,17.6
FINAL,2017,DRUMS,OTHER DRUM,3888,88.1
FINAL,2017,DRUMS,RED DRUM,2519372,12.3
FINAL,2017,DRUMS,SILVER PERCH,574728,34.8
FINAL,2017,DRUMS,SPOT,4320612,35.3
FINAL,2017,DRUMS,SPOTTED SEATROUT,6365401,14
FINAL,2017,DRUMS,WEAKFISH,403228,25.5
FINAL,2017,EELS,EELS,27412,29.7
FINAL,2017,FLOUNDERS,GULF FLOUNDER,8288,23.8
FINAL,2017,FLOUNDERS,OTHER FLOUNDERS,3123835,14.4
FINAL,2017,FLOUNDERS,SOUTHERN FLOUNDER,221321,18.7
FINAL,2017,FLOUNDERS,SUMMER FLOUNDER,92527,27.8
FINAL,2017,GRUNTS,OTHER GRUNTS,55626,49.5
FINAL,2017,GRUNTS,PIGFISH,2682046,19.2
FINAL,2017,GRUNTS,WHITE GRUNT,85618,47
