Estimate_status,Year,Species_group,Sub_group,Total_harvest_(A+B1),PSE,Total_weight_lb,PSE,Total_weight_kg,PSE
FINAL,2019,FLOUNDERS,OTHER FLOUNDERS,75705,23.1,0,.,0,.
FINAL,2019,FLOUNDERS,SOUTHERN FLOUNDER,163045,19.1,387203,23.3,175634,23.3
FINAL,2019,FLOUNDERS,SUMMER FLOUNDER,34895,31.7,52872,31.2,23983,31.2
FINAL,2019,GRUNTS,OTHER GRUNTS,10249,44.4,3109,47.3,1410,47.3
FINAL,2019,GRUNTS,PIGFISH,432005,21.9,146570,21,66484,21
FINAL,2019,GRUNTS,WHITE GRUNT,78808,53.9,88164,53.6,39991,53.6
FINAL,2019,HERRINGS,HERRINGS,671083,35.2,81697,32.9,37058,32.9
FINAL,2019,JACKS,BLUE RUNNER,2706,79.9,8213,95.2,3725,95.2
FINAL,2019,JACKS,CREVALLE JACK,2909,71.6,487,51.6,221,51.6
FINAL,2019,JACKS,FLORIDA POMPANO,1734862,50.3,769603,46.1,349089,46.1
FINAL,2019,JACKS,GREATER AMBERJACK,4236,38.6,81769,40.8,37090,40.8
FINAL,2019,JACKS,OTHER JACKS,8654,33.6,46144,31.5,20931,31.5
FINAL,2019,MULLETS,MULLETS,1240716,21.6,355840,55.7,161408,55.7
FINAL,2019,OTHER FISHES,OTHER FISHES,217329,15.8,651376,20.2,295462,20.2
FINAL,2019,PORGIES,OTHER PORGIES,6361,55.3,4206,63.7,1908,63.7
FINAL,2019,PORGIES,PINFISHES,980295,24.1,237422,22.6,107694,22.6
FINAL,2019,PORGIES,RED PORGY,2614,45.8,5104,42.6,2315,42.6
FINAL,2019,PORGIES,SCUP,2016,66.7,2637,77.5,1196,77.5
FINAL,2019,PORGIES,SHEEPSHEAD,221419,21.7,590150,24.7,267690,24.7
FINAL,2019,PUFFERS,PUFFERS,2501094,28.5,1016972,29.9,461296,29.9
FINAL,2019,SEA BASSES,BLACK SEA BASS,151999,50.2,220377,51.6,99962,51.6
FINAL,2019,SEA BASSES,EPINEPHELUS GROUPERS,880,45.3,10088,54.4,4576,54.4
FINAL,2019,SEA BASSES,MYCTEROPERCA GROUPERS,9365,47.1,94367,51.9,42805,51.9
FINAL,2019,SEA BASSES,OTHER SEA BASSES,10940,52.7,5393,47.5,2446,47.5
FINAL,2019,SEAROBINS,SEAROBINS,332,100.8,0,.,0,.
FINAL,2019,SNAPPERS,OTHER SNAPPERS,324,67.8,203,89.1,92,89.1
FINAL,2019,SNAPPERS,VERMILION SNAPPER,32731,36.2,50475,37,22895,37
FINAL,2019,TEMPERATE BASSES,STRIPED BASS,45796,40,146816,42.3,66595,42.3
FINAL,2019,TEMPERATE BASSES,WHITE PERCH,36499,55.2,17937,55.7,8136,55.7
FINAL,2019,TOADFISHES,TOADFISHES,6357,67.5,19275,85,8743,85
FINAL,2019,TRIGGERFISHES/FILEFISHES,TRIGGERFISHES/FILEFISHES,63720,21.7,134476,22.6,60998,22.6
FINAL,2019,TUNAS AND MACKERELS,KING MACKEREL,184962,23.7,1446939,24.8,656327,24.8
FINAL,2019,TUNAS AND MACKERELS,LITTLE TUNNY/ATLANTIC BONITO,27360,23.3,185094,24.3,83958,24.3
FINAL,2019,TUNAS AND MACKERELS,OTHER TUNAS/MACKERELS,169008,17.6,2712796,11.3,1230516,11.3
FINAL,2019,TUNAS AND MACKERELS,SPANISH MACKEREL,1478890,19.6,1694247,22.4,768505,22.4
FINAL,2019,WRASSES,OTHER WRASSES,118,86.7,433,100.4,196,100.4
FINAL,2019,WRASSES,TAUTOG,223,74.4,648,78.7,294,78.7
FINAL,2020,BARRACUDAS,BARRACUDAS,7694,34.5,72196,33.7,32748,33.7
FINAL,2020,BLUEFISH,BLUEFISH,2108296,21.2,2124224,21.5,963541,21.5
FINAL,2020,CARTILAGINOUS FISHES,DOGFISH SHARKS,3073,60.3,16763,65,7604,65
FINAL,2020,CARTILAGINOUS FISHES,OTHER SHARKS,8336,48.5,21664,54.6,9827,54.6
FINAL,2020,CARTILAGINOUS FISHES,SKATES/RAYS,24238,53.6,39193,86.1,17778,86.1
FINAL,2020,CATFISHES,FRESHWATER CATFISHES,4901,50.4,6305,48.1,2860,48.1
FINAL,2020,CODS AND HAKES,RED HAKE,32,99.1,17,99.1,8,99.1
FINAL,2020,DOLPHINS,DOLPHINS,262372,19.2,2149038,22,974797,22
FINAL,2020,DRUMS,ATLANTIC CROAKER,673377,22.5,223685,20.6,101463,20.6
FINAL,2020,DRUMS,BLACK DRUM,213320,14.7,612932,16.5,278024,16.5
FINAL,2020,DRUMS,KINGFISHES,3865039,15.7,452569,16.6,205284,16.6
FINAL,2020,DRUMS,OTHER DRUM,1540,66.9,0,.,0,.
FINAL,2020,DRUMS,RED DRUM,413419,11.3,1758789,11.8,797782,11.8
FINAL,2020,DRUMS,SILVER PERCH,21049,55.6,3838,54,1741,54
FINAL,2020,DRUMS,SPOT,920512,17.7,297813,17.7,135087,17.7
FINAL,2020,DRUMS,SPOTTED SEATROUT,2053354,11.1,3632315,11.4,1647607,11.4
FINAL,2020,DRUMS,WEAKFISH,82124,32.4,105729,35.3,47959,35.3
FINAL,2020,EELS,EELS,306,103.2,0,.,0,.
FINAL,2020,FLOUNDERS,GULF FLOUNDER,11959,60.2,24719,63.3,11213,63.3
FINAL,2020,FLOUNDERS,OTHER FLOUNDERS,51135,23.6,0,.,0,.
FINAL,2020,FLOUNDERS,SOUTHERN FLOUNDER,152244,19,398769,20.7,180880,20.7
FINAL,2020,FLOUNDERS,SUMMER FLOUNDER,24699,31.3,37935,29.6,17207,29.6
FINAL,2020,GRUNTS,OTHER GRUNTS,3246,51.8,927,60.3,420,60.3
FINAL,2020,GRUNTS,PIGFISH,454825,22.1,147533,23.1,66921,23.1
FINAL,2020,GRUNTS,WHITE GRUNT,54012,44.8,82979,47.6,37639,47.6
FINAL,2020,HERRINGS,HERRINGS,631742,27.7,83115,29,37701,29
FINAL,2020,JACKS,BLUE RUNNER,9721,48.4,21548,65.5,9774,65.5
FINAL,2020,JACKS,CREVALLE JACK,1115,71.7,1066,72.4,484,72.4
FINAL,2020,JACKS,FLORIDA POMPANO,441569,35.9,406980,59,184605,59
FINAL,2020,JACKS,GREATER AMBERJACK,10714,34.9,212826,35,96537,35
FINAL,2020,JACKS,OTHER JACKS,12079,29.3,125693,37.6,57014,37.6
FINAL,2020,MULLETS,MULLETS,1043010,20.9,482401,52.2,218816,52.2
FINAL,2020,OTHER FISHES,OTHER FISHES,900883,53.4,1727413,32.1,783549,32.1
FINAL,2020,PORGIES,OTHER PORGIES,2891,48.2,2602,49.3,1180,49.3
FINAL,2020,PORGIES,PINFISHES,883067,29.8,180869,31.7,82042,31.7
FINAL,2020,PORGIES,RED PORGY,3623,46.3,8883,52.5,4029,52.5
FINAL,2020,PORGIES,SCUP,1284,46,1346,44.4,610,44.4
FINAL,2020,PORGIES,SHEEPSHEAD,247390,23.9,592774,21.2,268881,21.2
FINAL,2020,PUFFERS,PUFFERS,1186892,21.7,507458,21.7,230181,21.7
FINAL,2020,SEA BASSES,BLACK SEA BASS,133096,27,195098,27.3,88496,27.3
FINAL,2020,SEA BASSES,EPINEPHELUS GROUPERS,3325,49.7,9714,37.7,4406,37.7
FINAL,2020,SEA BASSES,MYCTEROPERCA GROUPERS,2139,36.9,15679,31.2,7112,31.2
FINAL,2020,SEA BASSES,OTHER SEA BASSES,66033,80.8,2620,55.4,1189,55.4
FINAL,2020,SNAPPERS,OTHER SNAPPERS,162,60.2,374,80.7,170,80.7
FINAL,2020,SNAPPERS,RED SNAPPER,1434,87.7,4484,84,2034,84
FINAL,2020,SNAPPERS,VERMILION SNAPPER,52780,25.4,78494,28.2,35605,28.2
FINAL,2020,TEMPERATE BASSES,STRIPED BASS,43032,31.1,170755,28.2,77454,28.2
FINAL,2020,TEMPERATE BASSES,WHITE PERCH,6402,66.4,2946,73.5,1336,73.5
FINAL,2020,TRIGGERFISHES/FILEFISHES,TRIGGERFISHES/FILEFISHES,107826,22.9,231925,24.3,105201,24.3
FINAL,2020,TUNAS AND MACKERELS,KING MACKEREL,146423,20.2,1376229,20.3,624253,20.3
FINAL,2020,TUNAS AND MACKERELS,LITTLE TUNNY/ATLANTIC BONITO,92899,32.5,594794,31,269797,31
FINAL,2020,TUNAS AND MACKERELS,OTHER TUNAS/MACKERELS,219388,15.2,3823026,12.3,1734113,12.3
FINAL,2020,TUNAS AND MACKERELS,SPANISH MACKEREL,1286131,13.6,1843314,14.5,836122,14.5
FINAL,2020,WRASSES,OTHER WRASSES,1633,96.2,325,67.2,148,67.2
FINAL,2020,WRASSES,TAUTOG,718,76.5,854,63.4,388,63.4
FINAL,2021,BARRACUDAS,BARRACUDAS,2936,23.7,33469,25.3,15181,25.3
FINAL,2021,BLUEFISH,BLUEFISH,982389,13.5,1031760,13.6,468003,13.6
FINAL,2021,CARTILAGINOUS FISHES,DOGFISH SHARKS,21587,82.5,117447,84.8,53274,84.8
FINAL,2021,CARTILAGINOUS FISHES,OTHER SHARKS,4997,46.3,24835,52.7,11265,52.7
FINAL,2021,CARTILAGINOUS FISHES,SKATES/RAYS,4493,64.5,9854,102,4470,102
FINAL,2021,CATFISHES,FRESHWATER CATFISHES,11962,40.1,25067,52.1,11370,52.1
FINAL,2021,CODS AND HAKES,OTHER CODS/HAKES,92,101.3,0,.,0,.
FINAL,2021,DOLPHINS,DOLPHINS,268037,17.2,1945394,19.1,882425,19.1
FINAL,2021,DRUMS,ATLANTIC CROAKER,1066533,13.9,376121,14.1,170607,14.1
FINAL,2021,DRUMS,BLACK DRUM,121454,19,359481,17.5,163060,17.5
FINAL,2021,DRUMS,KINGFISHES,8425767,32.6,1583649,23.8,718339,23.8
FINAL,2021,DRUMS,OTHER DRUM,1406,76.9,28,100.3,12,100.3
FINAL,2021,DRUMS,RED DRUM,325662,11.4,1479550,11.6,671120,11.6
FINAL,2021,DRUMS,SILVER PERCH,156481,90.2,34609,89.9,15699,89.9
FINAL,2021,DRUMS,SPOT,1199080,19.4,435231,22.4,197420,22.4
FINAL,2021,DRUMS,SPOTTED SEATROUT,1223508,11.3,2241421,12,1016702,12
FINAL,2021,DRUMS,WEAKFISH,91032,19,103449,20,46924,20
FINAL,2021,EELS,EELS,125,100.5,0,.,0,.
FINAL,2021,FLOUNDERS,GULF FLOUNDER,2170,95.8,5024,95.8,2279,95.8
FINAL,2021,FLOUNDERS,OTHER FLOUNDERS,71223,62.7,0,.,0,.
FINAL,2021,FLOUNDERS,SOUTHERN FLOUNDER,266421,38,560440,36.5,254214,36.5
FINAL,2021,FLOUNDERS,SUMMER FLOUNDER,13863,37.3,27492,38.9,12470,38.9
FINAL,2021,GRUNTS,OTHER GRUNTS,14672,65.5,2369,72,1075,72
FINAL,2021,GRUNTS,PIGFISH,301906,16.8,119332,19.8,54129,19.8
FINAL,2021,GRUNTS,WHITE GRUNT,21849,30.1,32327,33.3,14664,33.3
FINAL,2021,HERRINGS,HERRINGS,451753,33.5,11369,69.9,5157,69.9
FINAL,2021,JACKS,BLUE RUNNER,152,93.8,190,93.8,86,93.8
FINAL,2021,JACKS,CREVALLE JACK,20,71.5,57,74.9,26,74.9
FINAL,2021,JACKS,FLORIDA POMPANO,348053,36.2,218191,43.5,98971,43.5
FINAL,2021,JACKS,GREATER AMBERJACK,8946,28.9,159419,29.9,72312,29.9
FINAL,2021,JACKS,OTHER JACKS,13895,51.8,146713,75.8,66549,75.8
FINAL,2021,MULLETS,MULLETS,2357414,39.8,405631,51.7,183993,51.7
FINAL,2021,OTHER FISHES,OTHER FISHES,462819,19.6,944239,21.6,428304,21.6
FINAL,2021,PORGIES,OTHER PORGIES,2650,62.4,4328,66.6,1963,66.6
FINAL,2021,PORGIES,PINFISHES,1101540,25.6,182146,23.3,82621,23.3
FINAL,2021,PORGIES,RED PORGY,7546,55.8,14589,55.8,6617,55.8
FINAL,2021,PORGIES,SCUP,2961,64.4,2831,60.6,1284,60.6
FINAL,2021,PORGIES,SHEEPSHEAD,324540,15.7,928130,18.6,420997,18.6
FINAL,2021,PUFFERS,PUFFERS,521571,20.7,237736,22.4,107836,22.4
FINAL,2021,SEA BASSES,BLACK SEA BASS,50612,29.5,79195,30.8,35923,30.8
FINAL,2021,SEA BASSES,EPINEPHELUS GROUPERS,503,41.7,4880,54.1,2214,54.1
FINAL,2021,SEA BASSES,MYCTEROPERCA GROUPERS,11218,18.8,95570,22.2,43350,22.2
FINAL,2021,SEA BASSES,OTHER SEA BASSES,6590,41.3,7541,50.9,3421,50.9
FINAL,2021,SEAROBINS,SEAROBINS,136,97.6,120,97.6,54,97.6
FINAL,2021,SNAPPERS,RED SNAPPER,7631,26.8,25756,26.6,11683,26.6
FINAL,2021,SNAPPERS,VERMILION SNAPPER,72653,30.6,91449,30.8,41481,30.8
FINAL,2021,TEMPERATE BASSES,STRIPED BASS,13779,37.7,48820,34.9,22145,34.9
FINAL,2021,TEMPERATE BASSES,WHITE PERCH,59248,53.2,41613,54.5,18876,54.5
FINAL,2021,TOADFISHES,TOADFISHES,370,94.1,487,94.5,221,94.5
FINAL,2021,TRIGGERFISHES/FILEFISHES,TRIGGERFISHES/FILEFISHES,60740,32.9,132545,27.7,60122,27.7
FINAL,2021,TUNAS AND MACKERELS,KING MACKEREL,58174,17,563082,17.9,255412,17.9
FINAL,2021,TUNAS AND MACKERELS,LITTLE TUNNY/ATLANTIC BONITO,17096,16.3,118784,16.7,53880,16.7
FINAL,2021,TUNAS AND MACKERELS,OTHER TUNAS/MACKERELS,98085,13,2114424,14.9,959096,14.9
FINAL,2021,TUNAS AND MACKERELS,SPANISH MACKEREL,1312929,14.8,1894535,16.8,859356,16.8
FINAL,2021,WRASSES,OTHER WRASSES,16,71.8,153,93.1,69,93.1
FINAL,2021,WRASSES,TAUTOG,4739,82.6,17040,92.3,7729,92.3
PRELIMINARY,2022,BARRACUDAS,BARRACUDAS,2072,27.6,24233,26.5,10992,26.5
PRELIMINARY,2022,BLUEFISH,BLUEFISH,1134413,17,906952,16.4,411391,16.4
PRELIMINARY,2022,CARTILAGINOUS FISHES,DOGFISH SHARKS,3360,54.8,8733,53.6,3961,53.6
PRELIMINARY,2022,CARTILAGINOUS FISHES,OTHER SHARKS,2228,42.2,17657,49.2,8009,49.2
PRELIMINARY,2022,CARTILAGINOUS FISHES,SKATES/RAYS,2894,73.2,7096,68.1,3219,68.1
PRELIMINARY,2022,CATFISHES,FRESHWATER CATFISHES,3575,61.8,9228,62.6,4186,62.6
PRELIMINARY,2022,CODS AND HAKES,POLLOCK,15,101.9,0,.,0,.
PRELIMINARY,2022,DOLPHINS,DOLPHINS,127924,23.9,1155029,25.4,523918,25.4
PRELIMINARY,2022,DRUMS,ATLANTIC CROAKER,1028477,28.8,472154,32.2,214168,32.2
PRELIMINARY,2022,DRUMS,BLACK DRUM,146414,38,485168,40.7,220071,40.7
PRELIMINARY,2022,DRUMS,KINGFISHES,3884698,17.1,917235,23.8,416055,23.8
PRELIMINARY,2022,DRUMS,RED DRUM,281211,14.5,1376832,15.6,624527,15.6
PRELIMINARY,2022,DRUMS,SILVER PERCH,4432,59.4,776,51.5,352,51.5
PRELIMINARY,2022,DRUMS,SPOT,429811,25.6,130639,29.2,59257,29.2
PRELIMINARY,2022,DRUMS,SPOTTED SEATROUT,1322545,15.9,2481428,16.5,1125568,16.5
PRELIMINARY,2022,DRUMS,WEAKFISH,80302,23.9,77739,23.2,35262,23.2
PRELIMINARY,2022,EELS,EELS,70,97.3,0,.,0,.
PRELIMINARY,2022,FLOUNDERS,GULF FLOUNDER,8462,61.9,17429,59.6,7906,59.6
PRELIMINARY,2022,FLOUNDERS,OTHER FLOUNDERS,20158,50.2,0,.,0,.
PRELIMINARY,2022,FLOUNDERS,SOUTHERN FLOUNDER,61620,27.5,143848,25.2,65249,25.2
PRELIMINARY,2022,FLOUNDERS,SUMMER FLOUNDER,9320,34.4,18595,35.2,8435,35.2
PRELIMINARY,2022,GRUNTS,OTHER GRUNTS,13538,64.7,628,70.1,285,70.1
PRELIMINARY,2022,GRUNTS,PIGFISH,557912,42.5,230750,45.7,104667,45.7
PRELIMINARY,2022,GRUNTS,WHITE GRUNT,18478,43.7,20030,35,9085,35
PRELIMINARY,2022,HERRINGS,HERRINGS,496475,31,40999,43,18597,43
PRELIMINARY,2022,JACKS,BLUE RUNNER,1689,98.1,2607,98.1,1183,98.1
PRELIMINARY,2022,JACKS,CREVALLE JACK,6181,96.7,2037,84.4,924,84.4
PRELIMINARY,2022,JACKS,FLORIDA POMPANO,503526,45.7,92469,41.1,41944,41.1
PRELIMINARY,2022,JACKS,GREATER AMBERJACK,5712,29.3,98787,28.4,44809,28.4
PRELIMINARY,2022,JACKS,OTHER JACKS,4792,29.4,19378,33.9,8790,33.9
PRELIMINARY,2022,MULLETS,MULLETS,507108,27,68562,43.4,31099,43.4
PRELIMINARY,2022,OTHER FISHES,OTHER FISHES,175777,24.9,522711,28.1,237100,28.1
PRELIMINARY,2022,PORGIES,OTHER PORGIES,332,57.6,364,51.3,165,51.3
PRELIMINARY,2022,PORGIES,PINFISHES,936807,25.6,155393,25.1,70486,25.1
PRELIMINARY,2022,PORGIES,RED PORGY,4448,70.8,6119,60,2776,60
PRELIMINARY,2022,PORGIES,SCUP,3107,44.8,3052,44.4,1384,44.4
PRELIMINARY,2022,PORGIES,SHEEPSHEAD,316446,18.7,885719,20.5,401759,20.5
PRELIMINARY,2022,PUFFERS,PUFFERS,441082,30.4,284978,32.7,129265,32.7
PRELIMINARY,2022,SEA BASSES,BLACK SEA BASS,99970,30.2,136934,29.8,62113,29.8
PRELIMINARY,2022,SEA BASSES,EPINEPHELUS GROUPERS,207,45.7,1273,56.9,578,56.9
PRELIMINARY,2022,SEA BASSES,MYCTEROPERCA GROUPERS,1147,56.3,9027,58.2,4095,58.2
PRELIMINARY,2022,SEA BASSES,OTHER SEA BASSES,1254,47.5,1165,55,528,55
PRELIMINARY,2022,SEAROBINS,SEAROBINS,8565,93.7,42,76.9,19,76.9
PRELIMINARY,2022,SNAPPERS,VERMILION SNAPPER,47345,30.5,57279,31.3,25981,31.3
PRELIMINARY,2022,TEMPERATE BASSES,WHITE PERCH,12243,60.1,7517,62.3,3410,62.3
PRELIMINARY,2022,TOADFISHES,TOADFISHES,7234,64.8,10093,63.4,4578,63.4
PRELIMINARY,2022,TRIGGERFISHES/FILEFISHES,TRIGGERFISHES/FILEFISHES,48725,30.9,107403,29.1,48718,29.1
PRELIMINARY,2022,TUNAS AND MACKERELS,ATLANTIC MACKEREL,18,102.2,28,102.2,13,102.2
PRELIMINARY,2022,TUNAS AND MACKERELS,KING MACKEREL,37741,30.1,337099,41.9,152907,41.9
PRELIMINARY,2022,TUNAS AND MACKERELS,LITTLE TUNNY/ATLANTIC BONITO,38213,26.3,239928,27.9,108831,27.9
PRELIMINARY,2022,TUNAS AND MACKERELS,OTHER TUNAS/MACKERELS,87317,15.4,2287710,18.8,1037699,18.8
PRELIMINARY,2022,TUNAS AND MACKERELS,SPANISH MACKEREL,1638103,16.2,1519392,14.5,689192,14.5
PRELIMINARY,2022,WRASSES,OTHER WRASSES,34,99.5,416,99.5,189,99.5
