Year,State,NMFS Name,Pounds,Metric Tons,Dollars,Confidentiality,Collection,Scientific Name,Tsn,Source
1992,NORTH CAROLINA,GOOSEFISH,36656,17,25270,Public,Commercial,Lophius americanus,164499,ACCSPHIST
1992,NORTH CAROLINA,"GROUPER, BLACK",10285,5,21474,Public,Commercial,Mycteroperca bonaci,167760,ACCSPHIST
1992,NORTH CAROLINA,"GROUPER, GAG",169537,77,352284,Public,Commercial,Mycteroperca microlepis,167759,ACCSPHIST
1992,NORTH CAROLINA,"GROUPER, RED",44010,20,69133,Public,Commercial,Epinephelus morio,167702,ACCSPHIST
1992,NORTH CAROLINA,"GROUPER, SNOWY",304021,138,476294,Public,Commercial,Epinephelus niveatus,167705,ACCSPHIST
1992,NORTH CAROLINA,"GROUPER, YELLOWEDGE",12761,6,21436,Public,Commercial,Epinephelus flavolimbatus,167699,ACCSPHIST
1992,NORTH CAROLINA,"GROUPER, YELLOWFIN",580,0,906,Public,Commercial,Mycteroperca venenosa,167764,ACCSPHIST
1992,NORTH CAROLINA,"GROUPERS, SERRANIDAE (FAMILY) **",127830,58,239521,Public,Commercial,Serranidae,167674,ACCSPHIST
1992,NORTH CAROLINA,"GRUNTS, HAEMULIDAE (FAMILY) **",159372,72,79242,Public,Commercial,Haemulidae,169055,ACCSPHIST
1992,NORTH CAROLINA,"HAKES, RED AND WHITE **",851,0,195,Public,Commercial,Urophycis,164729,ACCSPHIST
1992,NORTH CAROLINA,"HARVESTFISH, NORTHERN",119408,54,63770,Public,Commercial,Peprilus paru,172566,ACCSPHIST
1992,NORTH CAROLINA,HARVESTFISHES **,385291,175,149189,Public,Commercial,Peprilus,172564,ACCSPHIST
1992,NORTH CAROLINA,"HIND, RED",14019,6,27182,Public,Commercial,Epinephelus guttatus,167700,ACCSPHIST
1992,NORTH CAROLINA,"HIND, SPECKLED",3918,2,7155,Public,Commercial,Epinephelus drummondhayi,167698,ACCSPHIST
1992,NORTH CAROLINA,HOGFISH,24186,11,29528,Public,Commercial,Lachnolaimus maximus,170566,ACCSPHIST
1992,NORTH CAROLINA,"JACK, CREVALLE",16817,8,2376,Public,Commercial,Caranx hippos,168609,ACCSPHIST
1992,NORTH CAROLINA,KINGFISHES **,851708,386,464525,Public,Commercial,Menticirrhus,169273,ACCSPHIST
1992,NORTH CAROLINA,"MACKEREL, ATLANTIC",169702,77,15829,Public,Commercial,Scomber scombrus,172414,ACCSPHIST
1992,NORTH CAROLINA,"MACKEREL, KING AND CERO **",1034694,469,1552953,Public,Commercial,Scomberomorus,172434,ACCSPHIST
1992,NORTH CAROLINA,"MACKEREL, SPANISH",738362,335,302887,Public,Commercial,Scomberomorus maculatus,172436,ACCSPHIST
1992,NORTH CAROLINA,MENHADENS **,57515712,26089,1744030,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1992,NORTH CAROLINA,"MULLET, STRIPED",1820494,826,1171094,Public,Commercial,Mugil cephalus,170335,ACCSPHIST
1992,NORTH CAROLINA,OCTOPUSES **,22871,10,22843,Public,Commercial,Octopodidae,82590,ACCSPHIST
1992,NORTH CAROLINA,"OYSTER, EASTERN",293956,133,1172397,Public,Commercial,Crassostrea virginica,79872,ACCSPHIST
1992,NORTH CAROLINA,"PERCH, WHITE",165141,75,156533,Public,Commercial,Morone americana,167678,ACCSPHIST
1992,NORTH CAROLINA,"PERCH, YELLOW",28929,13,20029,Public,Commercial,Perca flavescens,168469,ACCSPHIST
1992,NORTH CAROLINA,PIGFISH,136711,62,19573,Public,Commercial,Orthopristis chrysoptera,169077,ACCSPHIST
1992,NORTH CAROLINA,PINFISH,1565,1,856,Public,Commercial,Lagodon rhomboides,169187,ACCSPHIST
1992,NORTH CAROLINA,"PINFISH, SPOTTAIL",2175,1,738,Public,Commercial,Diplodus holbrookii,169192,ACCSPHIST
1992,NORTH CAROLINA,"POMPANO, AFRICAN",1077,0,1192,Public,Commercial,Alectis ciliaris,168602,ACCSPHIST
1992,NORTH CAROLINA,"POMPANO, FLORIDA",11177,5,14216,Public,Commercial,Trachinotus carolinus,168708,ACCSPHIST
1992,NORTH CAROLINA,PORGIES **,167349,76,103952,Public,Commercial,Sparidae,169180,ACCSPHIST
1992,NORTH CAROLINA,"PORGY, KNOBBED",29140,13,13268,Public,Commercial,Calamus nodosus,169201,ACCSPHIST
1992,NORTH CAROLINA,"PORGY, RED",142206,65,169981,Public,Commercial,Pagrus pagrus,169207,ACCSPHIST
1992,NORTH CAROLINA,"PUFFER, NORTHERN",27726,13,8722,Public,Commercial,Sphoeroides maculatus,173290,ACCSPHIST
1992,NORTH CAROLINA,"ROSEFISH, BLACKBELLY",70942,32,41204,Public,Commercial,Helicolenus dactylopterus,166787,ACCSPHIST
1992,NORTH CAROLINA,"RUNNER, BLUE",5588,3,812,Public,Commercial,Caranx crysos,168612,ACCSPHIST
1992,NORTH CAROLINA,"SCALLOP, BAY",21721,10,54124,Public,Commercial,Argopecten irradians,79737,ACCSPHIST
1992,NORTH CAROLINA,"SCALLOP, SEA",404632,184,1806066,Public,Commercial,Placopecten magellanicus,79718,ACCSPHIST
1992,NORTH CAROLINA,SCAMP,74335,34,149068,Public,Commercial,Mycteroperca phenax,167763,ACCSPHIST
1992,NORTH CAROLINA,SCUP,174397,79,54005,Public,Commercial,Stenotomus chrysops,169182,ACCSPHIST
1992,NORTH CAROLINA,"SEATROUT, SPOTTED",526271,239,563136,Public,Commercial,Cynoscion nebulosus,169239,ACCSPHIST
1992,NORTH CAROLINA,"SHAD, AMERICAN",239162,108,194629,Public,Commercial,Alosa sapidissima,161702,ACCSPHIST
1992,NORTH CAROLINA,"SHAD, HICKORY",18603,8,4919,Public,Commercial,Alosa mediocris,161704,ACCSPHIST
1992,NORTH CAROLINA,"SHARK, BLACKTIP",66963,30,12562,Public,Commercial,Carcharhinus limbatus,160318,ACCSPHIST
1992,NORTH CAROLINA,"SHARK, DUSKY",38665,18,5025,Public,Commercial,Carcharhinus obscurus,160268,ACCSPHIST
1992,NORTH CAROLINA,"SHARK, MAKO, SHORTFIN",51581,23,51673,Public,Commercial,Isurus oxyrinchus,159924,ACCSPHIST
1992,NORTH CAROLINA,"SHARK, SANDBAR",65614,30,7191,Public,Commercial,Carcharhinus plumbeus,160289,ACCSPHIST
1992,NORTH CAROLINA,"SHARK, THRESHER",3973,2,1007,Public,Commercial,Alopias vulpinus,159916,ACCSPHIST
1992,NORTH CAROLINA,"SHARK, TIGER",4790,2,519,Public,Commercial,Galeocerdo cuvier,160189,ACCSPHIST
1992,NORTH CAROLINA,"SHARKS, CHONDRICHTHYES (CLASS) **",931840,423,185670,Public,Commercial,Chondrichthyes,159785,ACCSPHIST
1992,NORTH CAROLINA,"SHARKS, DOGFISH **",8634923,3917,691163,Public,Commercial,Squalidae,160604,ACCSPHIST
1992,NORTH CAROLINA,"SHARKS, HAMMERHEAD **",108364,49,6954,Public,Commercial,Sphyrnidae,160497,ACCSPHIST
1992,NORTH CAROLINA,SHEEPSHEAD,47526,22,10402,Public,Commercial,Archosargus probatocephalus,169189,ACCSPHIST
1992,NORTH CAROLINA,"SHRIMP, NORTHERN BROWN",2639290,1197,5241510,Public,Commercial,Farfantepenaeus aztecus,551570,ACCSPHIST
1992,NORTH CAROLINA,"SHRIMP, NORTHERN PINK",1983357,900,3267008,Public,Commercial,Farfantepenaeus duorarum,551574,ACCSPHIST
1992,NORTH CAROLINA,"SHRIMP, NORTHERN WHITE",873173,396,1836784,Public,Commercial,Litopenaeus setiferus,551680,ACCSPHIST
1992,NORTH CAROLINA,"SHRIMPS, ROCK **",208,0,170,Public,Commercial,Sicyonia,96027,ACCSPHIST
1992,NORTH CAROLINA,SKIPPERS **,24762,11,2995,Public,Commercial,Tylosurus,165570,ACCSPHIST
1992,NORTH CAROLINA,"SNAPPER, CUBERA",513,0,573,Public,Commercial,Lutjanus cyanopterus,168847,ACCSPHIST
1992,NORTH CAROLINA,"SNAPPER, GRAY",179,0,295,Public,Commercial,Lutjanus griseus,168848,ACCSPHIST
1992,NORTH CAROLINA,"SNAPPER, MUTTON",1664,1,2964,Public,Commercial,Lutjanus analis,168849,ACCSPHIST
1992,NORTH CAROLINA,"SNAPPER, RED",10210,5,27054,Public,Commercial,Lutjanus campechanus,168853,ACCSPHIST
1992,NORTH CAROLINA,"SNAPPER, SILK",1113,1,2411,Public,Commercial,Lutjanus vivanus,168861,ACCSPHIST
1992,NORTH CAROLINA,"SNAPPER, VERMILION",305751,139,697728,Public,Commercial,Rhomboplites aurorubens,168909,ACCSPHIST
1992,NORTH CAROLINA,"SNAPPERS, LUTJANIDAE (FAMILY) **",15628,7,28067,Public,Commercial,Lutjanidae,168845,ACCSPHIST
1992,NORTH CAROLINA,SPADEFISH,19288,9,3232,Public,Commercial,Ephippidae ,553178,ACCSPHIST
1992,NORTH CAROLINA,SPOT,2826138,1282,642491,Public,Commercial,Leiostomus xanthurus,169267,ACCSPHIST
1992,NORTH CAROLINA,"SQUIDS, LOLIGINIDAE **",237615,108,43614,Public,Commercial,Loliginidae,82369,ACCSPHIST
1992,NORTH CAROLINA,SWORDFISH,60810,28,238273,Public,Commercial,Xiphias gladius,172482,ACCSPHIST
1992,NORTH CAROLINA,TAUTOG,424,0,134,Public,Commercial,Tautoga onitis,170479,ACCSPHIST
1992,NORTH CAROLINA,"TILEFISH, BLUELINE",141272,64,104244,Public,Commercial,Caulolatilus microps,168543,ACCSPHIST
1992,NORTH CAROLINA,"TILEFISH, GOLDEN",205572,93,327286,Public,Commercial,Lopholatilus chamaeleonticeps,168546,ACCSPHIST
1992,NORTH CAROLINA,TILEFISHES **,13765,6,10327,Public,Commercial,Malacanthidae,168537,ACCSPHIST
1992,NORTH CAROLINA,TRIGGERFISHES **,135190,61,94100,Public,Commercial,Balistidae,173128,ACCSPHIST
1992,NORTH CAROLINA,TRIPLETAIL,416,0,202,Public,Commercial,Lobotes surinamensis,169007,ACCSPHIST
1992,NORTH CAROLINA,"TUNA, BIGEYE",72132,33,502354,Public,Commercial,Thunnus obesus,172428,ACCSPHIST
1992,NORTH CAROLINA,"TUNA, BLACKFIN",4320,2,4583,Public,Commercial,Thunnus atlanticus,172427,ACCSPHIST
1992,NORTH CAROLINA,"TUNA, LITTLE TUNNY",174481,79,9514,Public,Commercial,Euthynnus alletteratus,172402,ACCSPHIST
1992,NORTH CAROLINA,"TUNA, YELLOWFIN",274196,124,428179,Public,Commercial,Thunnus albacares,172423,ACCSPHIST
1992,NORTH CAROLINA,TUNAS **,7026,3,11596,Public,Commercial,Thunnus,172418,ACCSPHIST
1992,NORTH CAROLINA,"TURTLES, SNAPPING",12047,5,3336,Public,Commercial,Chelydra serpentina,173752,ACCSPHIST
1992,NORTH CAROLINA,"VERTEBRATES, JAWED",5413084,2455,207059,Public,Commercial,Gnathostomata ,914179,ACCSPHIST
1992,NORTH CAROLINA,WAHOO,14383,7,23954,Public,Commercial,Acanthocybium solandri,172451,ACCSPHIST
1992,NORTH CAROLINA,WEAKFISH,4862551,2206,2483359,Public,Commercial,Cynoscion regalis,169241,ACCSPHIST
1992,NORTH CAROLINA,WRECKFISH,75355,34,97876,Public,Commercial,Polyprion americanus,167914,ACCSPHIST
1993,NORTH CAROLINA,ALEWIFE,916235,416,67494,Public,Commercial,Alosa pseudoharengus,161706,ACCSPHIST
1993,NORTH CAROLINA,AMBERJACKS **,129011,59,52669,Public,Commercial,Seriola,168688,ACCSPHIST
1993,NORTH CAROLINA,"BARRACUDAS, SPHYRAENIDAE (FAMILY) **",2105,1,383,Public,Commercial,Sphyraenidae,170424,ACCSPHIST
1993,NORTH CAROLINA,"BASS, BLACK SEA",737950,335,953000,Public,Commercial,Centropristis striata,167687,ACCSPHIST
1993,NORTH CAROLINA,"BASS, STRIPED",262447,119,330351,Public,Commercial,Morone saxatilis,167680,ACCSPHIST
1993,NORTH CAROLINA,BLUEFISH,2705278,1227,661515,Public,Commercial,Pomatomus saltatrix,168559,ACCSPHIST
1993,NORTH CAROLINA,"BONITO, ATLANTIC",15583,7,5220,Public,Commercial,Sarda sarda,172409,ACCSPHIST
1993,NORTH CAROLINA,BOWFIN,4094,2,193,Public,Commercial,Amia calva,161104,ACCSPHIST
1993,NORTH CAROLINA,"CARP, COMMON",83489,38,5403,Public,Commercial,Cyprinus carpio,163344,ACCSPHIST
1993,NORTH CAROLINA,"CATFISHES, BULLHEAD **",1364430,619,276573,Public,Commercial,Ictaluridae,163995,ACCSPHIST
1993,NORTH CAROLINA,"CLAMS, QUAHOG, MERCENARIA **",741248,336,3922932,Public,Commercial,Mercenaria,81495,ACCSPHIST
1993,NORTH CAROLINA,COBIA,20431,9,22612,Public,Commercial,Rachycentron canadum,168566,ACCSPHIST
1993,NORTH CAROLINA,"CONCHS, TRUE **",46137,21,18111,Public,Commercial,Strombus,72555,ACCSPHIST
1993,NORTH CAROLINA,"CRAB, BLUE",43672732,19810,15777721,Public,Commercial,Callinectes sapidus,98696,ACCSPHIST
1993,NORTH CAROLINA,"CROAKER, ATLANTIC",3267652,1482,990961,Public,Commercial,Micropogonias undulatus,169283,ACCSPHIST
1993,NORTH CAROLINA,CRUSTACEANS **,496965,225,60308,Public,Commercial,Crustacea,83677,ACCSPHIST
1993,NORTH CAROLINA,"CUTLASSFISH, ATLANTIC",4137,2,798,Public,Commercial,Trichiurus lepturus,172385,ACCSPHIST
1993,NORTH CAROLINA,DOLPHINFISH **,149043,68,195528,Public,Commercial,Coryphaena spp.,168790,ACCSPHIST
1993,NORTH CAROLINA,"DRUM, BLACK",102614,47,16227,Public,Commercial,Pogonias cromis,169288,ACCSPHIST
1993,NORTH CAROLINA,"DRUM, RED",238099,108,203955,Public,Commercial,Sciaenops ocellatus,169290,ACCSPHIST
1993,NORTH CAROLINA,"EEL, AMERICAN",32711,15,61081,Public,Commercial,Anguilla rostrata,161127,ACCSPHIST
1993,NORTH CAROLINA,"EEL, CONGER",3037,1,838,Public,Commercial,Conger oceanicus,161326,ACCSPHIST
1993,NORTH CAROLINA,"FLOUNDER, SOUTHERN",4272368,1938,5596669,Public,Commercial,Paralichthys lethostigma,172738,ACCSPHIST
1993,NORTH CAROLINA,"FLOUNDER, SUMMER",3120901,1416,3872667,Public,Commercial,Paralichthys dentatus,172735,ACCSPHIST
1993,NORTH CAROLINA,"FLOUNDER, WINTER",140,0,72,Public,Commercial,Pseudopleuronectes americanus,172905,ACCSPHIST
1993,NORTH CAROLINA,"FLOUNDER, WITCH",5357,2,2127,Public,Commercial,Glyptocephalus cynoglossus,172873,ACCSPHIST
1993,NORTH CAROLINA,GARFISHES **,6680,3,217,Public,Commercial,Lepisosteidae,161092,ACCSPHIST
1993,NORTH CAROLINA,GOOSEFISH,80881,37,52147,Public,Commercial,Lophius americanus,164499,ACCSPHIST
1993,NORTH CAROLINA,"GROUPER, BLACK",10668,5,17613,Public,Commercial,Mycteroperca bonaci,167760,ACCSPHIST
1993,NORTH CAROLINA,"GROUPER, GAG",199678,91,417260,Public,Commercial,Mycteroperca microlepis,167759,ACCSPHIST
1993,NORTH CAROLINA,"GROUPER, RED",73293,33,117982,Public,Commercial,Epinephelus morio,167702,ACCSPHIST
1993,NORTH CAROLINA,"GROUPER, SNOWY",158347,72,264704,Public,Commercial,Epinephelus niveatus,167705,ACCSPHIST
1993,NORTH CAROLINA,"GROUPER, WARSAW",633,0,1027,Public,Commercial,Epinephelus nigritus,167704,ACCSPHIST
1993,NORTH CAROLINA,"GROUPER, YELLOWEDGE",5800,3,9846,Public,Commercial,Epinephelus flavolimbatus,167699,ACCSPHIST
1993,NORTH CAROLINA,"GROUPER, YELLOWFIN",999,0,1894,Public,Commercial,Mycteroperca venenosa,167764,ACCSPHIST
1993,NORTH CAROLINA,"GROUPERS, SERRANIDAE (FAMILY) **",132814,60,253880,Public,Commercial,Serranidae,167674,ACCSPHIST
1993,NORTH CAROLINA,"GRUNTS, HAEMULIDAE (FAMILY) **",149564,68,71919,Public,Commercial,Haemulidae,169055,ACCSPHIST
1993,NORTH CAROLINA,"HAKE, SILVER",19795,9,4903,Public,Commercial,Merluccius bilinearis,164791,ACCSPHIST
1993,NORTH CAROLINA,"HAKES, RED AND WHITE **",4027,2,999,Public,Commercial,Urophycis,164729,ACCSPHIST
1993,NORTH CAROLINA,"HARVESTFISH, NORTHERN",175281,80,146718,Public,Commercial,Peprilus paru,172566,ACCSPHIST
1993,NORTH CAROLINA,HARVESTFISHES **,423666,192,158066,Public,Commercial,Peprilus,172564,ACCSPHIST
1993,NORTH CAROLINA,"HIND, RED",26284,12,52077,Public,Commercial,Epinephelus guttatus,167700,ACCSPHIST
1993,NORTH CAROLINA,"HIND, SPECKLED",4281,2,7252,Public,Commercial,Epinephelus drummondhayi,167698,ACCSPHIST
1993,NORTH CAROLINA,HOGFISH,21404,10,27540,Public,Commercial,Lachnolaimus maximus,170566,ACCSPHIST
1993,NORTH CAROLINA,"JACK, CREVALLE",3149,1,492,Public,Commercial,Caranx hippos,168609,ACCSPHIST
1993,NORTH CAROLINA,KINGFISHES **,1194224,542,701314,Public,Commercial,Menticirrhus,169273,ACCSPHIST
1993,NORTH CAROLINA,LADYFISH,520,0,78,Public,Commercial,Elops saurus,161111,ACCSPHIST
1993,NORTH CAROLINA,"MACKEREL, ATLANTIC",129700,59,12982,Public,Commercial,Scomber scombrus,172414,ACCSPHIST
1993,NORTH CAROLINA,"MACKEREL, KING AND CERO **",887810,403,1358915,Public,Commercial,Scomberomorus,172434,ACCSPHIST
1993,NORTH CAROLINA,"MACKEREL, SPANISH",589868,268,252157,Public,Commercial,Scomberomorus maculatus,172436,ACCSPHIST
1993,NORTH CAROLINA,MENHADENS **,64711384,29353,1954299,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1993,NORTH CAROLINA,"MULLET, STRIPED",3063853,1390,1942472,Public,Commercial,Mugil cephalus,170335,ACCSPHIST
1993,NORTH CAROLINA,OCTOPUSES **,20141,9,19910,Public,Commercial,Octopodidae,82590,ACCSPHIST
1993,NORTH CAROLINA,"OYSTER, EASTERN",223127,101,841158,Public,Commercial,Crassostrea virginica,79872,ACCSPHIST
1993,NORTH CAROLINA,"PERCH, WHITE",180294,82,145507,Public,Commercial,Morone americana,167678,ACCSPHIST
1993,NORTH CAROLINA,"PERCH, YELLOW",48578,22,37408,Public,Commercial,Perca flavescens,168469,ACCSPHIST
1993,NORTH CAROLINA,PIGFISH,114430,52,18209,Public,Commercial,Orthopristis chrysoptera,169077,ACCSPHIST
1993,NORTH CAROLINA,"PINFISH, SPOTTAIL",3367,2,961,Public,Commercial,Diplodus holbrookii,169192,ACCSPHIST
1993,NORTH CAROLINA,"POMPANO, AFRICAN",4715,2,3297,Public,Commercial,Alectis ciliaris,168602,ACCSPHIST
1993,NORTH CAROLINA,"POMPANO, FLORIDA",17091,8,16504,Public,Commercial,Trachinotus carolinus,168708,ACCSPHIST
1993,NORTH CAROLINA,PORGIES **,88598,40,44871,Public,Commercial,Sparidae,169180,ACCSPHIST
1993,NORTH CAROLINA,"PORGY, JOLTHEAD",2492,1,1256,Public,Commercial,Calamus bajonado,169197,ACCSPHIST
1993,NORTH CAROLINA,"PORGY, KNOBBED",30514,14,15356,Public,Commercial,Calamus nodosus,169201,ACCSPHIST
1993,NORTH CAROLINA,"PORGY, RED",144087,65,170288,Public,Commercial,Pagrus pagrus,169207,ACCSPHIST
1993,NORTH CAROLINA,"PUFFER, NORTHERN",18349,8,7745,Public,Commercial,Sphoeroides maculatus,173290,ACCSPHIST
1993,NORTH CAROLINA,"ROSEFISH, BLACKBELLY",90326,41,51645,Public,Commercial,Helicolenus dactylopterus,166787,ACCSPHIST
1993,NORTH CAROLINA,"RUNNER, BLUE",1106,1,229,Public,Commercial,Caranx crysos,168612,ACCSPHIST
1993,NORTH CAROLINA,"SCALLOP, BAY",152504,69,365274,Public,Commercial,Argopecten irradians,79737,ACCSPHIST
1993,NORTH CAROLINA,"SCALLOP, SEA",67757,31,305935,Public,Commercial,Placopecten magellanicus,79718,ACCSPHIST
1993,NORTH CAROLINA,SCAMP,106288,48,215017,Public,Commercial,Mycteroperca phenax,167763,ACCSPHIST
1993,NORTH CAROLINA,SCUP,88702,40,43892,Public,Commercial,Stenotomus chrysops,169182,ACCSPHIST
1993,NORTH CAROLINA,"SEATROUT, SPOTTED",449886,204,525840,Public,Commercial,Cynoscion nebulosus,169239,ACCSPHIST
1993,NORTH CAROLINA,"SHAD, AMERICAN",178790,81,149739,Public,Commercial,Alosa sapidissima,161702,ACCSPHIST
1993,NORTH CAROLINA,"SHAD, GIZZARD",70117,32,3456,Public,Commercial,Dorosoma cepedianum,161737,ACCSPHIST
1993,NORTH CAROLINA,"SHAD, HICKORY",75375,34,25023,Public,Commercial,Alosa mediocris,161704,ACCSPHIST
1993,NORTH CAROLINA,"SHARK, BLACKTIP",164215,74,114698,Public,Commercial,Carcharhinus limbatus,160318,ACCSPHIST
1993,NORTH CAROLINA,"SHARK, DUSKY",27883,13,11145,Public,Commercial,Carcharhinus obscurus,160268,ACCSPHIST
1993,NORTH CAROLINA,"SHARK, MAKO, SHORTFIN",333043,151,58345,Public,Commercial,Isurus oxyrinchus,159924,ACCSPHIST
1993,NORTH CAROLINA,"SHARK, SAND TIGER",7263,3,2562,Public,Commercial,Carcharias taurus,159888,ACCSPHIST
1993,NORTH CAROLINA,"SHARK, SANDBAR",60210,27,16276,Public,Commercial,Carcharhinus plumbeus,160289,ACCSPHIST
1993,NORTH CAROLINA,"SHARK, THRESHER",16112,7,4359,Public,Commercial,Alopias vulpinus,159916,ACCSPHIST
1993,NORTH CAROLINA,"SHARK, TIGER",11953,5,3430,Public,Commercial,Galeocerdo cuvier,160189,ACCSPHIST
1993,NORTH CAROLINA,"SHARKS, CHONDRICHTHYES (CLASS) **",1517737,688,415970,Public,Commercial,Chondrichthyes,159785,ACCSPHIST
1993,NORTH CAROLINA,"SHARKS, DOGFISH **",8806064,3994,735603,Public,Commercial,Squalidae,160604,ACCSPHIST
1993,NORTH CAROLINA,"SHARKS, HAMMERHEAD **",181519,82,10923,Public,Commercial,Sphyrnidae,160497,ACCSPHIST
1993,NORTH CAROLINA,SHEEPSHEAD,57884,26,14073,Public,Commercial,Archosargus probatocephalus,169189,ACCSPHIST
1993,NORTH CAROLINA,"SHRIMP, NORTHERN BROWN",3672780,1666,7267558,Public,Commercial,Farfantepenaeus aztecus,551570,ACCSPHIST
1993,NORTH CAROLINA,"SHRIMP, NORTHERN PINK",1382650,627,2367160,Public,Commercial,Farfantepenaeus duorarum,551574,ACCSPHIST
1993,NORTH CAROLINA,"SHRIMP, NORTHERN WHITE",1721178,781,3951131,Public,Commercial,Litopenaeus setiferus,551680,ACCSPHIST
1993,NORTH CAROLINA,"SHRIMPS, PENAEOID **",2391,1,4755,Public,Commercial,Penaeoidea,95601,ACCSPHIST
1993,NORTH CAROLINA,"SKATES, RAJIDAE (FAMILY) **",50107,23,5155,Public,Commercial,Rajidae,160845,ACCSPHIST
1993,NORTH CAROLINA,SKIPPERS **,15151,7,1710,Public,Commercial,Tylosurus,165570,ACCSPHIST
1993,NORTH CAROLINA,"SNAPPER, CUBERA",202,0,301,Public,Commercial,Lutjanus cyanopterus,168847,ACCSPHIST
1993,NORTH CAROLINA,"SNAPPER, GRAY",117,0,141,Public,Commercial,Lutjanus griseus,168848,ACCSPHIST
1993,NORTH CAROLINA,"SNAPPER, MUTTON",2770,1,5457,Public,Commercial,Lutjanus analis,168849,ACCSPHIST
1993,NORTH CAROLINA,"SNAPPER, RED",43845,20,116146,Public,Commercial,Lutjanus campechanus,168853,ACCSPHIST
1993,NORTH CAROLINA,"SNAPPER, SILK",3223,1,7375,Public,Commercial,Lutjanus vivanus,168861,ACCSPHIST
1993,NORTH CAROLINA,"SNAPPER, VERMILION",369023,167,805482,Public,Commercial,Rhomboplites aurorubens,168909,ACCSPHIST
1993,NORTH CAROLINA,"SNAPPER, YELLOWTAIL",376,0,851,Public,Commercial,Ocyurus chrysurus,168907,ACCSPHIST
1993,NORTH CAROLINA,"SNAPPERS, LUTJANIDAE (FAMILY) **",15708,7,31702,Public,Commercial,Lutjanidae,168845,ACCSPHIST
1993,NORTH CAROLINA,SPADEFISH,23564,11,4710,Public,Commercial,Ephippidae ,553178,ACCSPHIST
1993,NORTH CAROLINA,SPOT,2672164,1212,749339,Public,Commercial,Leiostomus xanthurus,169267,ACCSPHIST
1993,NORTH CAROLINA,"SQUIDS, LOLIGINIDAE **",130702,59,37765,Public,Commercial,Loliginidae,82369,ACCSPHIST
1993,NORTH CAROLINA,SWORDFISH,27144,12,95941,Public,Commercial,Xiphias gladius,172482,ACCSPHIST
1993,NORTH CAROLINA,TAUTOG,351,0,102,Public,Commercial,Tautoga onitis,170479,ACCSPHIST
1993,NORTH CAROLINA,"TILEFISH, BLUELINE",58706,27,43836,Public,Commercial,Caulolatilus microps,168543,ACCSPHIST
1993,NORTH CAROLINA,"TILEFISH, GOLDEN",153822,70,233274,Public,Commercial,Lopholatilus chamaeleonticeps,168546,ACCSPHIST
1993,NORTH CAROLINA,TILEFISHES **,4388,2,3774,Public,Commercial,Malacanthidae,168537,ACCSPHIST
1993,NORTH CAROLINA,TRIGGERFISHES **,190672,86,144095,Public,Commercial,Balistidae,173128,ACCSPHIST
1993,NORTH CAROLINA,TRIPLETAIL,16,0,4,Public,Commercial,Lobotes surinamensis,169007,ACCSPHIST
1993,NORTH CAROLINA,"TUNA, BIGEYE",41638,19,191336,Public,Commercial,Thunnus obesus,172428,ACCSPHIST
1993,NORTH CAROLINA,"TUNA, BLACKFIN",6019,3,6706,Public,Commercial,Thunnus atlanticus,172427,ACCSPHIST
1993,NORTH CAROLINA,"TUNA, LITTLE TUNNY",146836,67,10576,Public,Commercial,Euthynnus alletteratus,172402,ACCSPHIST
1993,NORTH CAROLINA,"TUNA, YELLOWFIN",302773,137,546070,Public,Commercial,Thunnus albacares,172423,ACCSPHIST
1993,NORTH CAROLINA,TUNAS **,16529,7,25362,Public,Commercial,Thunnus,172418,ACCSPHIST
1993,NORTH CAROLINA,"TURTLES, SNAPPING",7808,4,3482,Public,Commercial,Chelydra serpentina,173752,ACCSPHIST
1993,NORTH CAROLINA,"VERTEBRATES, JAWED",7471953,3389,338869,Public,Commercial,Gnathostomata ,914179,ACCSPHIST
1993,NORTH CAROLINA,WAHOO,24121,11,42402,Public,Commercial,Acanthocybium solandri,172451,ACCSPHIST
1993,NORTH CAROLINA,WEAKFISH,4309249,1955,2241146,Public,Commercial,Cynoscion regalis,169241,ACCSPHIST
1994,NORTH CAROLINA,ALEWIFE,644340,292,101053,Public,Commercial,Alosa pseudoharengus,161706,ACCSPHIST
1994,NORTH CAROLINA,AMBERJACKS **,151250,69,74368,Public,Commercial,Seriola,168688,ACCSPHIST
1994,NORTH CAROLINA,"BARRACUDAS, SPHYRAENIDAE (FAMILY) **",3871,2,1010,Public,Commercial,Sphyraenidae,170424,ACCSPHIST
1994,NORTH CAROLINA,BARRELFISH,920,0,683,Public,Commercial,Hyperoglyphe perciformis,172512,ACCSPHIST
1994,NORTH CAROLINA,"BASS, BLACK SEA",700896,318,769833,Public,Commercial,Centropristis striata,167687,ACCSPHIST
1994,NORTH CAROLINA,"BASS, ROCK SEA",5259,2,2735,Public,Commercial,Centropristis philadelphica,167691,ACCSPHIST
1994,NORTH CAROLINA,"BASS, STRIPED",261907,119,353577,Public,Commercial,Morone saxatilis,167680,ACCSPHIST
1994,NORTH CAROLINA,BIGEYE,358,0,680,Public,Commercial,Priacanthus arenatus,168178,ACCSPHIST
1994,NORTH CAROLINA,BLUEFISH,1782380,808,542439,Public,Commercial,Pomatomus saltatrix,168559,ACCSPHIST
