"","year","mean_dissolvedoxygen"
"1",1974,9.04722222222222
"2",1975,8.6582023239918
"3",1976,8.99228260869565
"4",1977,9.14195261437909
"5",1978,9.07605391684339
"6",1979,10.244063283208
"7",1980,9.22105769230769
"8",1981,9.13075757575758
"9",1982,9.61
"10",1983,9.56761363636364
"11",1984,9.72083333333333
"12",1985,9.20416666666667
"13",1986,8.6475
"14",1990,8.16166666666667
"15",1992,8.04833333333333
"16",1993,8.21083333333333
"17",1994,8.05111111111111
