"","year","mean_temperature"
"1",1974,17.5583333333333
"2",1975,18.412987012987
"3",1976,16.5471014492754
"4",1977,18.4748882008944
"5",1978,18.7263798701299
"6",1979,16.578085839599
"7",1980,18.7525183150183
"8",1981,18.8020833333333
"9",1982,16.8708333333333
"10",1983,16.6791456228956
"11",1984,16.9042824074074
"12",1985,16.9976851851852
"13",1986,16.625
"14",1990,19.75
"15",1992,17.6833333333333
"16",1993,18.475
"17",1994,18.1
