"","year","mean_salinity"
"1",1974,NA
"2",1975,NA
"3",1976,NA
"4",1977,NA
"5",1978,NA
"6",1979,NA
"7",1980,NA
"8",1981,17.9166666666667
"9",1982,13.6041666666667
"10",1983,12.6857142857143
"11",1984,9.92847222222222
"12",1985,14.2083333333333
"13",1986,15.51
"14",1990,15.2020833333333
"15",1992,18.1083333333333
"16",1993,15.025
"17",1994,16.7905555555556
